companyName,industry,revenue,debtToEquity,yearsInBusiness,paymentHistory,outstandingDebt,creditUtilization,latePayments,collateralValue,annualGrowth,creditScore,riskLevel,loanEligibility
Company 763,technology,68154.71,0.341,13,79.43,11891.1,76.63,5,139911.87,8.9,555,high,denied
Company 764,technology,137515.96,0.792,3,76.14,252857.17,6.04,1,281167.33,14.58,645,moderate,review
Company 765,services,25113.79,0.492,34,67.48,29935.71,48.79,3,47540.25,2.63,614,moderate,review
Company 766,technology,68910.26,0.481,29,93.75,72853.67,18.81,4,143251.61,7.76,640,moderate,review
Company 767,technology,168037.72,0.205,44,37.22,20183.37,58.9,3,490715.26,-2.33,574,high,denied
Company 768,technology,14947.67,0.586,29,40.48,26988.89,76.84,3,44675.12,-18.26,487,high,denied
Company 769,technology,69128.15,0.72,38,56.84,78349.29,7.97,3,124516.36,10.14,662,moderate,review
Company 770,manufacturing,37485.04,1.92,39,75.91,62517.23,19.74,2,27345.4,10.2,620,moderate,review
Company 771,technology,44508.33,3.045,1,70.89,59884.66,35.83,2,37161.01,0.68,532,high,denied
Company 772,manufacturing,29032.0,0.093,8,35.18,46849.46,28.02,1,66799.07,20.54,578,moderate,review
Company 773,manufacturing,52279.49,0.12,39,97.09,74057.58,39.49,1,154481.14,-5.82,686,high,denied
Company 774,services,261190.29,1.772,9,51.35,483158.0,90.67,0,415328.62,-21.57,490,high,denied
Company 775,technology,21773.65,0.827,11,55.13,11505.63,14.11,1,16223.48,-5.46,655,moderate,review
Company 776,services,23489.58,1.411,37,73.65,11368.72,43.1,3,32476.95,-18.11,579,moderate,review
Company 777,manufacturing,21130.07,0.101,11,96.16,30719.51,46.14,3,30903.27,10.07,621,moderate,review
Company 778,technology,238454.7,0.169,8,76.39,251009.37,30.23,1,713334.45,-6.28,616,moderate,review
Company 779,healthcare,41362.43,0.819,1,96.83,51223.49,30.07,1,91678.1,19.77,630,moderate,review
Company 780,services,58658.56,0.569,24,43.13,84833.81,69.33,0,46613.92,19.46,601,moderate,review
Company 781,retail,43380.86,0.608,32,73.32,49459.11,60.61,0,58247.13,-8.87,670,moderate,review
Company 782,services,28126.34,2.264,36,88.02,44907.0,78.15,1,17477.62,-7.12,600,moderate,review
Company 783,manufacturing,49606.62,1.368,45,65.63,35014.73,41.46,4,105793.61,13.02,622,low,review
Company 784,manufacturing,427878.64,0.485,32,55.35,741120.82,59.6,2,933566.23,19.7,596,moderate,review
Company 785,services,182345.18,2.258,38,98.93,55539.62,85.42,3,117383.22,-25.19,551,moderate,review
Company 786,retail,30262.05,0.592,11,39.87,39480.1,81.62,1,40514.83,9.23,546,high,denied
Company 787,services,100514.7,1.375,17,58.77,180047.14,87.8,3,277128.67,-27.96,465,high,denied
Company 788,retail,30784.97,1.332,15,91.14,17858.94,29.21,3,79026.25,-3.23,611,moderate,review
Company 789,healthcare,14456.59,0.444,4,93.03,10423.0,93.69,1,27981.19,21.4,632,moderate,approved
Company 790,manufacturing,135348.57,1.077,48,98.63,92082.96,78.48,3,231656.98,50.15,706,moderate,review
Company 791,technology,151459.61,2.483,12,91.94,177525.97,76.53,2,451672.22,1.42,551,moderate,review
Company 792,retail,138253.16,2.236,22,33.57,122278.9,65.08,2,318741.13,-13.71,500,low,review
Company 793,retail,41114.16,0.914,18,95.08,12544.86,93.49,2,118474.06,-2.7,583,moderate,review
Company 794,technology,52395.68,0.268,3,59.97,93968.81,44.74,4,35574.73,5.99,542,high,denied
Company 795,technology,109077.34,0.315,45,75.61,53326.34,71.74,3,112390.88,-5.05,643,moderate,review
Company 796,retail,81895.3,1.546,11,57.6,91292.95,67.89,2,47317.27,-8.87,497,high,denied
Company 797,technology,43699.42,0.75,5,86.96,53755.93,70.89,1,116668.44,-1.4,561,moderate,review
Company 798,technology,16395.18,0.762,17,70.31,2908.97,72.63,3,36652.71,10.93,554,moderate,review
Company 799,healthcare,65584.86,0.056,8,89.19,18485.32,22.17,1,61920.58,2.46,672,moderate,review
Company 800,healthcare,141946.81,0.296,49,43.56,276258.37,36.41,2,416681.54,-8.22,638,moderate,review
Company 801,healthcare,22969.66,1.116,10,42.95,31297.84,40.3,3,66370.66,-5.05,504,high,denied
Company 802,retail,99808.39,0.288,15,60.83,16346.0,72.32,3,105946.06,-1.21,588,moderate,review
Company 803,services,78060.02,0.165,14,30.33,125596.9,69.46,2,165294.01,-9.99,515,high,denied
Company 804,manufacturing,109110.74,0.397,2,78.5,116337.29,80.0,0,236798.38,-5.61,587,moderate,review
Company 805,technology,120280.33,1.17,1,50.72,29213.59,75.97,1,61348.01,14.65,523,high,denied
Company 806,technology,34352.42,1.197,26,69.01,47867.66,58.64,6,76329.35,1.55,566,high,denied
Company 807,healthcare,16422.91,0.795,12,34.9,17223.83,17.6,1,17299.08,-21.3,542,high,denied
Company 808,technology,39072.9,0.639,5,41.95,19120.23,62.19,2,107579.29,20.37,522,moderate,review
Company 809,manufacturing,121942.13,2.056,15,73.6,215549.09,84.84,2,316594.43,11.25,596,moderate,review
Company 810,services,38808.59,1.863,14,51.4,25366.14,62.89,1,107237.21,-15.75,525,high,denied
Company 811,technology,34364.02,0.537,21,45.03,22015.57,85.61,2,82263.51,-0.48,552,moderate,review
Company 812,technology,13945.61,2.161,49,46.02,8622.15,94.91,2,12722.07,-6.88,557,moderate,review
Company 813,services,243316.43,2.39,16,45.04,379127.38,37.33,2,340980.18,15.15,552,moderate,review
Company 814,manufacturing,115910.19,1.08,35,73.6,167099.08,70.1,1,263386.04,-0.57,633,moderate,review
Company 815,technology,110848.18,0.527,38,41.74,201297.72,53.6,2,145024.07,3.91,589,low,review
Company 816,services,129855.86,0.763,3,55.39,69569.56,45.95,3,295432.76,2.16,554,moderate,review
Company 817,services,94974.78,0.305,25,78.15,151398.61,26.59,0,127303.9,-17.2,654,moderate,review
Company 818,manufacturing,49243.71,1.802,22,65.96,58540.26,27.13,3,46502.0,26.08,601,moderate,review
Company 819,manufacturing,52522.07,0.637,25,71.81,36055.94,21.65,2,94298.62,14.93,652,moderate,denied
Company 820,retail,42529.3,1.479,9,47.56,7117.82,61.83,2,94226.61,-6.21,503,high,approved
Company 821,technology,492767.43,1.469,23,95.29,816023.04,17.78,1,883526.69,7.88,681,moderate,review
Company 822,manufacturing,93407.75,0.06,7,58.97,52124.85,43.82,1,196592.33,19.61,630,moderate,review
Company 823,retail,41314.12,1.993,47,50.09,53721.24,52.1,2,65901.29,5.84,597,moderate,review
Company 824,healthcare,86889.93,0.194,29,93.3,99302.08,44.44,3,212517.85,28.35,694,moderate,review
Company 825,services,26670.27,0.322,2,75.87,2892.5,81.94,1,56672.09,48.77,676,low,review
Company 826,technology,199507.15,0.813,25,72.98,396870.18,44.89,2,386348.91,3.11,635,moderate,review
Company 827,manufacturing,35282.58,0.855,46,92.07,58118.38,12.45,1,56043.89,-3.74,702,low,approved
Company 828,technology,89399.32,0.479,37,34.1,91571.31,94.3,3,164433.86,-9.84,521,high,review
Company 829,services,140474.62,0.475,14,88.64,195631.78,81.05,2,88151.24,-28.2,591,moderate,review
Company 830,retail,81455.72,1.382,44,77.45,81906.09,64.4,0,176498.19,23.72,655,moderate,review
Company 831,manufacturing,64574.57,0.743,10,55.2,97812.0,73.07,4,65286.79,-0.3,550,moderate,review
Company 832,manufacturing,60393.8,1.21,13,47.94,21453.34,16.54,2,160066.05,18.13,574,moderate,review
Company 833,retail,57230.78,2.092,8,37.34,54258.61,73.93,2,144843.06,21.15,519,high,denied
Company 834,healthcare,37746.24,0.607,46,95.88,27838.63,23.7,1,68693.88,-11.21,700,high,denied
Company 835,healthcare,41790.04,0.651,36,39.93,40676.12,49.01,3,109399.12,-8.96,551,moderate,review
Company 836,manufacturing,195569.74,0.482,26,48.16,186944.73,21.02,3,425756.9,31.17,598,moderate,review
Company 837,healthcare,54894.62,0.348,33,78.38,20414.13,72.84,0,46833.35,3.95,672,moderate,review
Company 838,services,31931.97,1.858,13,79.71,62437.48,27.13,2,75101.82,-4.9,559,moderate,review
Company 839,retail,39614.95,0.138,4,41.25,5127.56,27.79,6,118429.54,-10.68,460,high,denied
Company 840,manufacturing,144393.36,1.26,42,86.99,17202.82,14.83,3,86988.81,2.88,681,moderate,review
Company 841,technology,102794.31,0.533,48,65.72,83215.95,69.85,2,114337.97,27.62,690,moderate,review
Company 842,healthcare,93738.41,0.596,2,89.39,119864.72,31.63,2,186947.38,15.28,621,moderate,review
Company 843,manufacturing,48726.73,2.708,3,36.11,21505.11,51.65,1,74941.04,7.73,513,high,denied
Company 844,retail,94720.9,0.444,28,33.0,105430.86,34.9,0,198335.2,28.83,653,moderate,review
Company 845,technology,35780.24,0.513,3,74.59,52713.84,74.72,4,70344.34,25.94,563,moderate,review
Company 846,services,48645.22,0.271,36,40.5,13558.16,25.38,1,120152.41,10.01,661,moderate,review
Company 847,retail,130072.02,0.568,47,66.75,256294.25,89.68,2,88092.23,46.64,657,moderate,review
Company 848,healthcare,120502.06,0.228,14,30.99,89139.14,33.92,2,192988.89,1.29,566,moderate,review
Company 849,technology,27295.36,0.846,15,84.6,36045.96,14.35,1,72336.38,21.47,652,moderate,denied
Company 850,services,30199.45,0.424,43,92.97,9372.93,26.63,4,42487.74,-0.89,636,moderate,review
Company 851,technology,65314.0,0.594,18,88.72,94576.25,11.65,1,114918.16,18.54,716,low,approved
Company 852,technology,238209.52,2.478,12,97.08,404209.89,47.19,4,131955.35,1.27,566,moderate,review
Company 853,services,12933.13,4.384,5,93.22,3880.48,27.52,0,13714.75,11.92,577,high,denied
Company 854,services,74806.97,0.197,42,61.08,25370.04,84.74,3,124115.07,40.85,674,moderate,review
Company 855,technology,19913.74,2.055,46,57.88,12625.12,51.54,3,29819.24,19.28,629,moderate,review
Company 856,manufacturing,36045.42,0.05,4,92.73,4421.98,26.0,2,82422.81,12.15,666,moderate,review
Company 857,healthcare,44732.58,0.798,40,94.89,88279.62,45.61,4,90793.71,-6.62,598,moderate,review
Company 858,services,42770.05,3.084,8,98.1,52903.54,22.64,4,115509.34,7.82,561,moderate,review
Company 859,retail,39064.26,0.855,7,83.78,49002.99,21.09,5,103009.59,-10.12,544,high,denied
Company 860,manufacturing,60220.35,2.581,19,44.14,115745.21,32.06,5,66426.04,18.3,503,high,denied
Company 861,healthcare,39018.67,1.294,22,96.15,65584.75,14.75,3,21229.93,17.93,640,moderate,review
Company 862,healthcare,18583.59,0.634,42,96.3,30608.31,21.98,1,48989.63,2.31,687,low,approved
Company 863,healthcare,111736.16,0.893,35,76.63,83249.53,89.42,1,147804.84,29.95,599,moderate,review
Company 864,manufacturing,109348.77,0.865,8,90.01,80506.98,65.01,2,149564.43,27.84,630,moderate,review
Company 865,technology,117540.64,1.34,29,69.28,76907.09,87.9,0,105314.89,7.24,556,moderate,review
Company 866,services,17455.54,0.552,43,96.09,13243.9,28.12,3,38969.81,13.48,687,moderate,review
Company 867,services,76049.1,0.605,33,36.58,60996.45,82.13,1,91279.63,-3.83,567,moderate,review
Company 868,healthcare,102824.93,4.062,12,90.48,37634.64,37.6,0,96846.45,0.92,558,high,denied
Company 869,technology,26239.95,0.31,7,33.89,20370.1,17.98,2,46142.35,-11.17,524,high,denied
Company 870,technology,60315.15,0.361,23,53.74,57228.18,77.42,3,143311.2,-2.18,545,high,denied
Company 871,healthcare,54556.2,0.551,24,39.47,37521.57,10.37,1,64048.79,3.43,595,moderate,review
Company 872,technology,261377.38,0.618,18,63.54,108251.86,41.44,4,602500.34,-19.91,543,high,denied
Company 873,services,279175.76,0.248,6,46.26,225987.13,78.74,1,462018.51,13.65,539,high,denied
Company 874,retail,15811.85,0.297,6,96.65,16028.86,60.55,2,23866.91,20.33,640,moderate,review
Company 875,healthcare,440269.19,0.059,26,69.15,646924.47,51.63,3,615849.49,4.88,603,low,review
Company 876,services,28791.04,0.27,47,92.84,41785.92,36.83,2,24874.09,-35.46,650,moderate,review
Company 877,retail,131207.94,1.089,30,49.46,63651.67,11.76,1,174714.44,1.21,651,low,approved
Company 878,retail,130144.21,0.583,22,31.82,22078.35,94.19,3,351145.83,-15.9,480,high,denied
Company 879,manufacturing,26996.1,0.17,46,84.3,18282.28,20.73,3,20393.32,-4.14,684,moderate,review
Company 880,manufacturing,88841.95,0.05,34,79.17,35408.76,27.98,2,257264.08,26.78,685,moderate,review
Company 881,retail,54938.68,0.372,36,68.18,46807.65,26.23,1,42233.64,-31.52,627,moderate,review
Company 882,manufacturing,93289.61,0.132,29,87.07,182918.31,86.71,5,131079.28,-7.25,562,moderate,review
Company 883,services,72008.38,0.05,38,88.81,31974.29,73.73,2,145152.01,17.44,671,moderate,review
Company 884,manufacturing,155915.83,1.341,25,71.15,110054.82,46.16,0,404539.76,-5.53,630,moderate,review
Company 885,technology,63596.88,1.222,31,97.61,93978.2,90.99,1,54626.99,-6.68,606,moderate,denied
Company 886,retail,52349.66,0.258,31,80.38,55880.5,9.75,3,44641.46,35.49,692,moderate,review
Company 887,retail,143896.76,0.189,37,77.38,26399.8,85.43,3,298002.32,10.68,606,moderate,review
Company 888,technology,95255.38,1.054,45,55.3,38789.04,10.44,3,117341.92,19.01,633,moderate,review
Company 889,technology,107522.0,0.534,15,30.16,201816.01,40.2,3,227006.38,12.42,545,high,denied
Company 890,healthcare,35183.44,0.547,35,46.87,10414.77,9.86,2,89769.06,7.43,622,moderate,review
Company 891,retail,25946.44,0.531,2,83.47,33903.6,94.91,4,17959.51,23.96,587,high,denied
Company 892,services,38018.28,1.18,27,79.69,61035.25,87.3,1,99274.67,33.58,689,moderate,review
Company 893,technology,36437.1,3.363,45,53.17,22020.19,57.63,5,21642.31,-20.25,456,high,denied
Company 894,technology,112303.4,0.73,32,73.79,165944.92,24.61,0,308504.79,4.47,681,moderate,review
Company 895,healthcare,130716.64,3.401,14,43.67,55267.11,29.91,2,384182.15,4.35,523,high,denied
Company 896,services,52886.1,0.191,30,48.45,33901.34,45.46,3,114690.8,-1.44,574,moderate,review
Company 897,retail,188101.17,0.908,18,96.32,130252.88,34.05,2,556899.51,19.72,645,moderate,review
Company 898,technology,178934.57,0.086,22,58.92,356657.13,6.92,3,457174.19,8.85,664,moderate,review
Company 899,technology,72745.27,0.882,12,47.15,36931.85,64.06,4,44441.08,33.88,559,moderate,review
Company 900,manufacturing,31023.08,1.379,31,64.1,10718.29,60.21,2,15807.11,21.5,612,moderate,review
Company 901,manufacturing,211145.2,0.205,10,57.09,392479.59,86.39,1,116551.35,25.47,620,moderate,review
Company 902,retail,57021.64,0.287,22,81.07,23245.92,47.92,2,92932.01,-12.99,628,moderate,review
Company 903,technology,66232.87,1.242,47,97.35,117274.03,36.02,1,136337.49,-7.09,682,moderate,review
Company 904,manufacturing,45629.79,0.36,38,71.42,60955.35,51.04,7,77738.53,-5.86,532,high,denied
Company 905,services,29382.89,0.05,21,71.38,35143.02,22.52,1,64431.56,24.85,674,moderate,review
Company 906,healthcare,18491.91,1.233,48,55.54,28247.19,61.3,4,30030.98,-9.51,578,moderate,review
Company 907,manufacturing,99339.11,1.176,1,69.52,146962.09,74.3,1,60240.18,-9.07,554,moderate,review
Company 908,technology,31993.22,0.28,48,52.35,9917.89,18.81,2,34086.11,-11.82,630,moderate,review
Company 909,retail,500000.0,2.668,18,30.08,999492.8,33.65,3,1490780.3,46.3,574,moderate,review
Company 910,retail,25113.01,0.32,41,90.63,47453.3,83.1,1,34270.7,2.87,658,moderate,review
Company 911,healthcare,21896.76,0.122,47,60.06,39491.35,50.5,1,28726.68,12.95,687,moderate,review
Company 912,services,90049.16,0.498,30,64.45,115474.48,52.87,4,79421.57,-12.11,566,moderate,review
Company 913,services,203506.0,0.05,30,35.85,222493.83,70.02,1,603977.19,19.39,638,moderate,review
Company 914,services,63049.27,0.591,37,88.6,70547.67,57.01,3,67850.36,-21.6,622,moderate,review
Company 915,services,94636.07,0.946,12,41.92,12149.4,11.26,3,200350.84,-9.69,542,high,denied
Company 916,services,13700.15,3.204,9,58.74,14371.35,77.36,2,8290.22,-5.97,468,high,denied
Company 917,technology,34821.52,2.52,17,88.82,44751.3,88.06,1,23197.43,8.28,569,moderate,review
Company 918,technology,25364.54,0.842,24,62.04,34281.24,9.79,1,58132.46,-6.9,612,moderate,review
Company 919,retail,13147.19,0.058,37,95.18,9611.45,15.91,5,27450.29,27.86,665,moderate,review
Company 920,manufacturing,65747.98,0.757,13,44.65,65447.93,68.18,1,144672.24,12.55,569,moderate,review
Company 921,technology,10000.0,1.18,28,80.07,13089.9,59.4,1,10774.26,-5.34,602,moderate,review
Company 922,services,20790.33,1.869,1,98.46,18997.8,39.43,2,61585.58,19.96,604,moderate,review
Company 923,manufacturing,38958.22,2.452,2,68.47,75113.66,53.53,3,73862.36,-0.9,503,high,denied
Company 924,manufacturing,30790.8,0.535,48,78.45,44349.23,68.3,2,90028.32,-3.86,638,moderate,review
Company 925,technology,82217.78,0.076,42,57.53,8420.75,50.4,2,74853.23,18.44,649,moderate,review
Company 926,retail,76455.5,1.801,43,82.59,11027.25,17.62,0,115657.96,-31.79,675,moderate,review
Company 927,technology,122398.7,0.183,17,93.62,172774.37,13.05,1,163918.02,16.02,718,low,approved
Company 928,services,109306.05,1.039,26,79.21,96629.35,44.5,2,260988.66,-5.7,651,moderate,review
Company 929,manufacturing,149141.42,0.286,34,95.52,252793.92,88.06,1,353305.36,-5.72,636,moderate,review
Company 930,healthcare,59782.32,0.267,13,71.21,25630.43,55.2,4,102607.96,34.37,622,moderate,review
Company 931,retail,76326.35,2.399,37,70.4,9637.82,37.24,0,41244.47,-2.97,610,moderate,review
Company 932,retail,90148.26,0.825,34,51.32,75486.23,86.78,4,84560.36,19.34,539,high,denied
Company 933,retail,67058.82,1.85,20,79.67,100489.1,39.98,2,41956.3,9.19,645,moderate,review
Company 934,healthcare,43575.25,0.42,22,91.74,84809.75,50.82,0,114059.8,10.74,666,moderate,review
Company 935,healthcare,45891.99,0.653,16,75.24,81639.21,15.48,2,56191.49,1.24,584,moderate,review
Company 936,technology,31130.81,0.78,40,46.31,31745.39,71.37,3,24742.97,0.46,544,high,denied
Company 937,services,83892.67,1.764,49,68.09,137949.14,68.03,2,116227.49,27.92,590,moderate,approved
Company 938,technology,55536.06,0.611,49,82.92,12974.77,76.48,1,38498.89,18.96,660,moderate,review
Company 939,services,35223.23,0.788,38,95.76,41821.15,34.27,2,103807.88,-2.5,653,moderate,review
Company 940,technology,35249.41,0.762,18,40.96,65428.8,44.24,1,45384.32,-10.69,556,moderate,review
Company 941,retail,22735.46,0.899,39,38.92,19396.34,20.15,2,64401.98,-3.77,552,moderate,review
Company 942,services,131015.78,0.105,12,58.91,252099.42,91.81,1,289128.48,19.72,612,moderate,review
Company 943,technology,63760.82,0.427,44,38.79,33111.1,12.75,1,122119.02,22.68,628,moderate,review
Company 944,retail,30024.23,0.05,14,98.63,9028.41,63.41,4,50703.19,13.32,620,moderate,review
Company 945,retail,114329.3,0.05,20,59.7,125424.79,68.47,3,253633.88,-19.25,538,high,denied
Company 946,technology,38240.14,3.258,5,67.35,69741.18,19.2,1,84728.23,16.31,582,moderate,review
Company 947,healthcare,19434.39,0.085,4,45.9,13437.53,37.88,0,10228.37,24.55,628,moderate,review
Company 948,services,135534.0,1.016,20,61.44,219606.37,8.88,3,375355.91,7.6,627,moderate,review
Company 949,services,38961.23,0.43,27,98.93,16421.18,55.09,2,55321.39,34.7,688,moderate,review
Company 950,retail,43169.12,0.239,1,64.21,65469.59,94.54,2,59710.79,-14.81,509,high,denied
Company 951,manufacturing,61879.49,1.507,42,30.62,71678.18,43.69,1,93838.78,15.27,597,moderate,review
Company 952,technology,149353.52,0.179,6,46.98,64600.21,94.1,3,330550.25,-10.3,512,high,denied
Company 953,technology,60841.65,1.895,49,98.49,89094.43,16.36,8,87614.67,20.88,632,low,review
Company 954,technology,22941.58,0.436,14,99.23,33406.08,40.32,2,32911.48,14.19,670,moderate,approved
Company 955,services,92512.74,0.056,19,44.73,99851.49,86.18,1,60934.64,32.02,603,moderate,review
Company 956,services,40619.69,0.361,8,73.07,21462.98,83.9,2,62619.48,12.5,579,moderate,review
Company 957,healthcare,271126.07,0.973,41,35.38,95262.42,34.12,1,236881.81,-1.06,604,moderate,review
Company 958,manufacturing,59820.53,0.404,36,70.42,114782.71,66.07,2,157864.78,-2.37,654,moderate,review
