companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Nova Tech 666,healthcare,41550.99,23331.76,14251.4,10141.23,39241.88,14847.05,16100.8,39359.06,23108.66,stable
Zen Holdings 667,services,31199.77,17055.25,4540.72,4161.0,22375.81,8300.34,22035.38,36537.6,16598.18,stable
Alpha Tech 668,services,184337.86,102380.58,49945.48,41876.74,279314.08,81627.37,181157.41,276242.55,100995.87,stable
Apex Inc 669,retail,70910.1,57982.48,12028.12,22482.23,99011.27,43437.12,81426.46,77798.53,56915.48,tight
Nexus Tech 670,retail,38498.72,34539.52,4412.87,13219.64,33864.44,20934.25,29604.95,25360.29,32390.55,stable
Apex Holdings 671,technology,68751.77,43388.15,20232.08,18174.61,79018.06,30432.11,42620.23,65446.61,45682.88,stable
Core LLC 672,manufacturing,194418.64,127697.45,53558.94,33872.64,336877.54,59165.24,66121.6,131359.99,132937.46,stable
Zen Tech 673,services,174137.72,106740.63,32644.56,28821.73,137881.26,52236.2,143722.57,209955.84,103966.04,stable
Vertex Holdings 674,healthcare,37379.85,22208.85,12084.03,7595.78,37619.96,11288.02,23999.33,40010.65,23790.59,stable
Nova Tech 675,manufacturing,63663.27,39301.44,13833.16,14594.25,73042.45,26803.31,71189.56,92842.0,42127.14,stable
Nexus Corp 676,retail,64352.14,39203.79,10743.47,16227.28,61073.21,28546.29,47109.2,62202.77,41441.36,tight
Omega Group 677,services,24480.87,10399.22,4457.9,4292.32,32586.63,8032.14,24209.19,35098.05,9616.16,stable
Core Holdings 678,manufacturing,62991.94,39576.86,14318.83,14501.03,89317.15,29060.88,66984.97,85995.71,38761.37,stable
Prime Corp 679,technology,78168.54,39535.84,18228.66,17279.84,98459.92,24792.24,30364.56,63876.21,39265.96,stable
Gamma Solutions 680,retail,149069.45,115537.61,22939.11,23522.14,188584.68,62315.07,103865.88,139452.07,119580.8,tight
Peak Holdings 681,technology,204496.12,103075.83,59495.86,44848.5,250376.8,63781.15,225834.41,330043.35,105299.17,critical
Apex Inc 682,technology,59814.1,20845.62,16982.28,3528.28,92371.21,8602.7,40793.8,95967.46,21440.56,stable
Omega Holdings 683,technology,65591.52,33877.17,20329.34,10728.45,55886.41,20176.25,53039.85,93561.73,35325.56,stable
Prime Corp 684,manufacturing,112054.88,74208.48,32204.58,13139.29,123293.03,25188.33,121668.47,171665.7,79532.92,stable
Nova Solutions 685,manufacturing,41239.81,26870.38,11756.57,8609.28,60602.25,13692.91,21004.85,35863.31,27091.83,stable
Core Tech 686,retail,95885.7,83570.33,17032.79,22316.03,96583.89,40515.89,105965.54,105686.44,88972.88,tight
Prime Group 687,retail,55808.13,39116.84,7699.65,6825.22,39986.62,13940.01,36684.11,54483.84,41087.2,tight
Vertex Group 688,services,24812.94,15395.78,4259.14,5302.85,25226.41,11207.5,20687.29,27534.05,14996.54,tight
Beta LLC 689,healthcare,33418.07,21671.0,9952.04,8004.39,50437.87,12817.08,19891.63,30358.1,22758.61,stable
Peak LLC 690,manufacturing,209600.19,146010.77,46183.76,29531.5,176551.91,69727.23,162315.89,225030.57,137071.29,stable
Nova Tech 691,retail,52831.5,36092.87,7976.63,12933.2,72675.74,27339.07,18192.91,29477.81,34122.26,stable
Apex LLC 692,services,200170.1,109152.23,32164.47,22235.87,287472.56,54071.28,71807.81,157537.53,117751.3,stable
Beta LLC 693,technology,51609.2,27806.64,15730.63,5317.16,74322.6,12348.73,34745.92,65795.72,27489.37,stable
Zen LLC 694,retail,75581.3,57714.03,7688.67,11208.58,63938.85,33281.2,45458.88,51886.73,57350.36,tight
Apex Holdings 695,services,365412.04,194070.34,42735.09,63989.56,519705.72,103895.17,312139.58,467168.88,208075.42,stable
Nexus Solutions 696,manufacturing,28265.6,17649.88,8224.45,6771.15,28418.6,10210.68,9444.08,19837.26,17259.72,critical
Omega Inc 697,healthcare,15741.72,11481.25,5136.2,3778.11,27266.24,7036.96,7097.97,12743.09,10998.06,stable
Peak Inc 698,manufacturing,184348.32,135338.81,38371.79,53161.82,260814.9,87920.27,90078.62,110255.0,126196.87,stable
Nova Corp 699,healthcare,37081.53,22773.81,10950.46,7457.13,31520.32,15410.8,25825.16,44789.19,22856.23,stable
Zen Inc 700,retail,58890.49,44853.32,10079.21,17456.75,86594.87,24655.82,30749.75,39497.09,42698.13,stable
Nova LLC 701,technology,48709.52,28899.07,17961.41,12801.04,66984.3,21598.83,20647.79,38620.52,26886.8,stable
Alpha Solutions 702,retail,74200.8,50500.53,9634.7,13498.18,80322.01,30045.68,62166.64,77751.06,53030.15,stable
Core Group 703,technology,36385.85,22036.72,10523.58,4296.78,44017.17,12956.75,35275.53,51372.87,21432.37,tight
Gamma Corp 704,services,46662.09,23345.93,11832.65,4450.18,63470.32,8802.81,42777.07,68260.45,23642.48,critical
Alpha Holdings 705,retail,85806.69,57868.49,5103.59,19052.81,110180.61,31295.51,47070.3,57050.17,54207.92,stable
Zen Solutions 706,manufacturing,29397.45,16761.79,10240.41,5265.4,51278.55,11687.02,31425.88,45911.74,16776.77,stable
Flux LLC 707,healthcare,41038.02,25497.39,19378.36,5233.87,51098.49,13078.32,34908.58,63479.86,26035.25,stable
Alpha Inc 708,healthcare,54416.1,37838.65,11682.22,15689.1,73214.65,21724.82,46427.82,52514.46,37535.11,critical
Flux Solutions 709,retail,19090.53,13256.98,2770.51,5793.63,25418.42,8038.51,9384.21,12160.0,12912.26,stable
Prime Corp 710,manufacturing,46969.86,42350.69,10054.02,9569.76,65234.08,24238.35,24329.99,27279.71,41069.7,critical
Zen Solutions 711,services,59259.22,36791.38,11067.34,7802.16,69911.78,18540.41,43097.76,68576.53,34491.97,stable
Delta Solutions 712,healthcare,52191.89,39370.77,17175.35,8432.29,63679.5,19903.12,26828.66,46963.73,36949.88,tight
Core Tech 713,services,43370.65,26613.08,10434.46,7085.1,65184.65,16931.05,39869.34,58366.4,26594.75,stable
Core Corp 714,services,53035.57,37030.99,10308.6,15033.4,52737.58,22820.07,30638.6,39955.26,34891.06,stable
Peak Corp 715,healthcare,42519.87,24960.86,12945.37,8206.84,43051.7,12952.09,18569.47,39750.52,23856.39,stable
Delta Tech 716,technology,135295.2,53460.68,39423.77,9102.54,180919.44,25325.26,59049.92,164206.14,50593.63,stable
Vertex Group 717,manufacturing,207750.41,138010.66,57284.93,40284.45,216756.4,91432.0,86113.58,166011.63,144690.03,stable
Omega LLC 718,technology,53683.45,34607.43,12927.72,6128.96,41553.51,13614.99,37351.6,64323.66,34329.01,critical
Delta Holdings 719,healthcare,105924.32,70134.75,28354.7,19067.13,86779.99,41532.95,32067.11,66259.19,70724.89,stable
Nova Corp 720,services,44486.71,25448.08,13329.87,6897.86,66491.96,11684.51,35061.54,51182.85,25785.86,critical
Core Holdings 721,manufacturing,88229.8,71084.35,19223.39,24488.97,149198.75,38206.63,50156.23,57619.87,69905.88,tight
Peak Tech 722,retail,209530.3,163551.93,29990.56,51492.07,230026.7,112885.79,167044.04,194940.06,158277.22,tight
Peak Holdings 723,technology,116925.46,77628.34,32752.02,32015.98,108409.94,45949.58,133515.18,171950.2,76168.25,stable
Gamma Group 724,services,13041.71,6192.66,2965.74,959.13,20155.8,1925.72,14112.99,23012.43,6227.16,stable
Apex Tech 725,technology,111922.37,57345.5,43497.45,21917.43,128719.16,41629.09,91640.56,166433.6,56047.9,stable
Apex Holdings 726,technology,208700.45,152169.58,68661.76,23859.81,380799.68,60475.98,141136.45,234206.0,143322.22,tight
Prime Corp 727,technology,65191.69,39641.25,14608.27,9564.92,83924.26,19442.11,60532.21,92836.54,42265.1,stable
Vertex Holdings 728,technology,172624.17,94967.75,39840.59,39307.05,166310.68,72542.38,195207.8,265821.22,98499.13,stable
Delta Corp 729,manufacturing,37919.39,24658.54,8723.42,8806.16,46491.31,13614.18,28082.81,35556.36,22947.31,stable
Vertex LLC 730,manufacturing,20067.94,13005.43,4747.84,2621.88,21512.22,6687.14,7813.99,15901.65,13849.64,stable
Alpha Holdings 731,retail,67032.66,46472.62,4283.55,13813.31,90049.96,24426.82,66327.43,77399.27,44022.33,stable
Alpha Inc 732,technology,19095.02,9496.87,6510.77,3481.28,18078.84,5153.37,5908.6,16609.12,8885.62,stable
Nexus Corp 733,technology,64250.67,30838.16,15785.36,13297.51,102973.7,23223.51,63490.88,96389.9,29225.78,tight
Zen Holdings 734,retail,167623.19,123102.41,37659.08,41891.3,250094.13,70163.74,63097.55,106563.3,131631.61,tight
Omega LLC 735,technology,16891.3,9333.56,6605.03,1469.13,29600.24,4891.28,6688.19,17457.55,8917.35,stable
Apex Group 736,healthcare,25815.34,19066.51,8714.93,5718.25,44727.17,12958.92,25906.63,34264.49,19942.01,tight
Nexus Inc 737,technology,34089.29,21252.83,10975.0,4163.19,35852.61,11862.3,31381.56,49925.56,21739.23,stable
Core Holdings 738,retail,56916.7,43895.61,5031.59,7213.53,63143.87,17335.33,45858.52,53264.79,44023.59,tight
Alpha Tech 739,retail,44686.49,30858.27,8096.47,10169.44,68419.76,16623.32,46408.12,52972.82,30194.67,stable
Vertex Corp 740,retail,183378.78,135758.56,22938.92,52005.92,183833.25,102671.04,195524.26,194812.44,126916.53,stable
Delta Solutions 741,technology,167015.67,105032.83,41025.43,16891.19,134622.28,44539.69,118875.25,203893.57,108572.94,stable
Flux Inc 742,technology,115679.95,76035.93,33030.47,29279.67,124606.7,54138.47,138430.59,169008.97,74755.87,stable
Nexus LLC 743,services,60545.09,32845.03,10699.08,11887.15,55618.72,23605.96,37648.27,59664.9,33028.89,stable
Omega LLC 744,technology,106611.65,73170.76,30250.21,27482.65,176314.84,43537.9,48439.75,70916.11,67923.1,stable
Peak Inc 745,manufacturing,33048.26,23154.91,9831.33,5173.23,41684.78,9335.89,35076.73,46805.18,24177.2,tight
Prime Corp 746,manufacturing,130754.72,99821.78,27554.55,26760.09,182308.54,57326.2,88130.41,116395.82,102892.64,tight
Gamma Solutions 747,retail,24596.63,17483.57,5823.28,3250.64,41786.48,8452.84,26737.76,34061.84,17565.54,tight
Nova Solutions 748,retail,116809.72,70669.06,9782.47,15665.02,103135.38,31039.07,41473.26,74714.19,70627.3,stable
Zen Tech 749,healthcare,185578.93,124610.45,79942.12,30010.79,313994.18,66917.5,74221.72,176086.13,121361.22,stable
Beta Tech 750,services,63788.69,38785.18,9515.64,9534.6,42862.08,23015.91,21448.65,47421.94,37807.19,stable
Nexus Group 751,retail,52001.59,41394.71,7797.6,8382.92,39212.6,18214.28,43775.45,51413.61,38536.59,tight
Beta Corp 752,retail,82474.79,64641.67,10349.78,13355.84,64936.96,26968.05,86489.48,94826.62,66572.79,tight
Prime Corp 753,technology,13000.0,7437.47,3676.58,3127.02,14238.01,5590.68,8611.13,13538.7,6895.99,stable
Beta Group 754,manufacturing,83877.84,53301.04,24330.27,20529.86,100070.88,38996.96,32009.96,63509.89,49049.05,stable
Prime Tech 755,healthcare,65620.17,45549.47,27888.0,11539.65,91999.95,29238.92,41742.43,75442.58,42131.3,stable
Vertex Inc 756,technology,74746.81,47398.13,26873.44,20584.68,82584.58,29443.22,45837.85,72727.39,45149.17,stable
Omega Inc 757,retail,105369.24,74298.81,13672.42,16470.32,73334.09,44132.96,92632.7,117656.12,75133.28,tight
Delta Group 758,services,50757.99,32421.87,10619.22,8820.24,70387.93,19885.01,45019.11,58836.7,33361.63,stable
Vertex Tech 759,technology,31263.26,16549.85,8156.46,6521.6,24527.82,11908.16,12277.75,24543.86,16339.97,stable
Nexus Group 760,manufacturing,58817.11,38426.28,11788.27,10869.49,88807.55,19640.8,39887.36,52296.18,37864.57,stable
Peak Solutions 761,healthcare,75838.85,59223.62,22196.89,13052.15,130582.34,22264.28,66606.46,92061.55,59951.23,tight
Delta Group 762,technology,85332.56,57129.0,23732.81,14885.57,127016.69,30703.88,45480.13,75679.85,58014.07,critical
Prime LLC 763,technology,88601.12,50623.07,27686.1,15197.87,124789.43,26407.96,59041.33,102130.74,53417.44,stable
Apex Group 764,technology,178770.74,111372.47,36542.39,37442.68,243383.45,62218.07,152370.85,219507.88,117058.49,stable
Alpha Solutions 765,services,22602.41,12711.22,4468.1,3453.41,30511.09,8306.36,14975.99,25720.36,13369.21,stable
Nexus Solutions 766,technology,89583.34,34073.1,33665.53,9519.73,161922.46,15933.73,29363.17,101224.84,35949.43,critical
Vertex Group 767,technology,218449.04,115227.95,77788.73,26408.3,397664.94,70604.91,109301.94,232913.94,122230.69,tight
Alpha Inc 768,technology,19431.97,11580.14,5261.03,3596.84,23268.86,6792.4,19402.3,27024.45,11682.63,stable
Flux Corp 769,technology,89866.6,51356.16,20683.37,11084.55,121071.47,29550.68,47058.97,103106.43,52138.15,stable
Prime Corp 770,manufacturing,41233.54,29678.59,11256.41,12175.88,64975.76,18731.79,42715.49,51036.93,30757.59,tight
Omega Corp 771,technology,57860.83,39944.72,10653.83,14947.72,39644.32,27269.87,41672.36,53136.97,38021.03,tight
Beta Inc 772,manufacturing,31935.2,21533.18,9756.45,5880.36,42554.41,12106.61,23173.11,38900.7,21052.42,stable
Prime Holdings 773,manufacturing,57507.44,35389.37,13762.72,13241.58,80061.68,26726.4,57131.61,78226.92,37725.93,stable
Omega Solutions 774,services,235071.26,135398.26,68538.56,20593.91,354668.57,46972.82,151612.54,277328.48,135891.37,stable
Nova Solutions 775,technology,28305.74,16243.82,6047.57,4115.32,30639.3,7382.64,14567.06,26238.53,15078.91,stable
Prime Solutions 776,services,21140.62,11363.4,5198.63,3205.5,22019.05,7605.88,8340.59,18358.31,11191.69,stable
Vertex Tech 777,manufacturing,23243.08,15727.62,5693.96,4575.79,21549.05,7320.12,21028.45,28484.67,14874.02,stable
Core Tech 778,technology,309991.11,241590.65,87866.2,90504.55,415779.61,165076.49,224107.54,279890.45,236035.49,tight
Peak Inc 779,healthcare,49634.91,23365.32,13972.62,10253.69,84419.62,14112.26,51047.83,78155.34,23533.46,stable
Vertex Inc 780,services,52792.7,27395.89,12131.1,7232.49,85828.56,11869.18,37583.51,64996.46,27418.4,stable
Apex Inc 781,retail,43380.86,32522.84,7973.7,8299.18,45279.76,18032.85,29209.62,39850.43,32473.25,tight
Zen Tech 782,services,25313.7,12340.65,7322.15,4111.34,26506.27,7663.5,14402.66,28068.77,11389.61,stable
Flux Corp 783,manufacturing,54567.28,42125.18,16392.15,9873.13,86718.12,22226.62,26164.2,40741.19,41755.18,tight
Delta LLC 784,manufacturing,470666.5,360088.41,103690.29,69282.85,680247.36,165935.26,492972.92,574863.5,332950.06,tight
Beta Group 785,services,164110.66,89633.9,24584.9,39301.08,189571.88,69381.31,63295.88,111247.27,88269.47,stable
Alpha Holdings 786,retail,30262.05,22041.25,2468.64,8659.1,29372.52,17432.56,33648.83,35840.08,22559.66,stable
Core Holdings 787,services,90463.23,48944.54,24756.28,21415.68,81187.05,32131.85,29329.83,71715.23,46014.95,stable
Nexus Solutions 788,retail,30784.97,22830.66,3419.94,4916.58,42982.89,10187.26,23705.26,28455.21,24353.09,tight
Delta Holdings 789,healthcare,17347.91,11167.37,7355.71,1734.77,26741.39,4311.78,6115.06,18180.59,11400.57,stable
Flux Solutions 790,manufacturing,148883.43,101979.2,41129.58,28674.36,171682.73,63430.63,149128.55,205871.63,97371.35,stable
Peak Corp 791,technology,196897.49,122115.03,62317.1,52519.56,341672.9,81461.29,96548.07,177247.68,120045.67,stable
Apex Tech 792,retail,138253.16,112020.59,18616.7,21451.67,178945.12,57206.88,111892.48,132086.46,104795.84,tight
Beta Holdings 793,retail,41114.16,26789.13,7525.27,4960.16,66287.23,11964.76,46245.27,59511.05,24740.57,stable
Prime Inc 794,technology,68114.38,35143.4,20381.63,5998.48,86753.13,16610.07,60235.8,103827.1,37481.77,stable
Omega Tech 795,technology,141800.54,65245.06,39922.43,24760.85,175287.75,48069.9,65297.44,140593.52,67073.84,stable
Core Tech 796,retail,81895.3,67097.78,15134.27,25884.85,132837.41,44572.56,83288.33,90708.57,70099.96,tight
Apex Solutions 797,technology,56809.24,35223.2,16633.83,12631.49,99563.47,22099.25,39614.88,66612.26,35911.73,stable
Core Tech 798,technology,21313.73,13649.77,5543.34,2265.69,36677.75,5224.19,6646.88,15417.07,14538.13,stable
Omega LLC 799,healthcare,78701.83,42155.86,29906.01,15470.63,133705.66,27231.11,58088.91,96237.21,44826.31,stable
Alpha Inc 800,healthcare,170336.18,135041.81,59072.71,38431.37,223005.29,67546.8,175656.83,222692.18,125495.08,tight
Beta Inc 801,healthcare,27563.59,16573.76,10321.06,3271.14,29899.46,9252.48,18935.13,35225.15,15750.3,stable
Omega Tech 802,retail,99808.39,76199.36,12706.31,18176.43,100881.12,37014.13,98070.25,117807.92,74928.84,critical
Nova Solutions 803,services,70254.02,43441.63,9803.52,13047.43,110849.71,20965.84,65685.63,85425.4,42337.1,stable
Flux Tech 804,manufacturing,120021.81,74538.54,40417.79,18552.3,144063.14,34204.79,85362.05,158771.91,74843.52,stable
Prime Solutions 805,technology,156364.43,86984.6,59001.08,38353.67,255506.99,63026.45,92404.24,159638.78,83735.3,critical
Nova Holdings 806,technology,44658.15,27435.01,15370.85,8022.61,78919.59,18422.45,42598.78,70067.16,28740.73,stable
Flux Corp 807,healthcare,19707.49,17314.96,6515.48,4530.37,35493.22,8428.67,12455.66,16604.22,15950.52,tight
Alpha Inc 808,technology,50794.77,31700.51,14475.7,11156.98,88009.97,18007.35,23014.01,38363.56,33179.08,stable
Zen Group 809,manufacturing,134136.34,111133.15,42805.1,38359.11,184326.67,66324.65,78976.36,103461.67,109237.14,critical
Delta Solutions 810,services,34927.73,22579.17,6367.62,3403.4,41011.74,12253.05,38041.72,54257.35,20791.38,stable
Alpha Inc 811,technology,44673.22,28119.15,11989.05,9435.16,78446.75,19594.75,24795.88,41394.81,29680.61,stable
Apex Tech 812,technology,18129.29,9442.9,7135.9,2107.0,20155.98,3876.76,9272.49,21098.73,9362.45,stable
Zen Holdings 813,services,218984.78,139007.22,43274.92,36499.14,193833.59,78679.26,91990.7,150794.52,144005.4,stable
Peak LLC 814,manufacturing,127501.2,73969.97,43149.12,26770.08,229706.63,52509.12,44582.08,97345.76,78448.99,stable
Apex Tech 815,technology,144102.63,104916.8,33155.19,33281.28,204521.3,69163.09,169900.34,197571.72,97099.46,tight
Zen Holdings 816,services,116870.27,66148.62,26402.07,17238.1,147515.2,35244.51,91521.01,153376.08,63631.4,stable
Beta Solutions 817,services,85477.3,28889.8,25946.99,5784.41,79972.9,15403.49,81774.43,158649.47,27128.18,stable
Nova LLC 818,manufacturing,54168.08,36442.09,13622.6,10992.56,68507.88,21775.66,53933.86,77087.95,34098.2,stable
Peak LLC 819,manufacturing,57774.28,43464.5,13680.94,10684.0,97119.77,19392.6,35651.66,53922.76,46563.63,tight
Core Corp 820,retail,42529.3,31090.54,3896.21,13178.61,50801.41,18277.87,43338.01,44700.11,32610.59,tight
Gamma Group 821,technology,640597.66,421001.08,226846.62,130638.32,806349.6,232678.42,746511.4,1022778.42,411888.95,stable
Vertex Solutions 822,manufacturing,102748.53,64936.87,21730.66,26610.43,129729.94,37356.49,99418.0,134875.22,66882.83,stable
Nova Tech 823,retail,41314.12,26669.15,6001.27,7122.11,63268.64,13756.15,38858.4,50120.75,28458.95,tight
Delta Tech 824,healthcare,104267.92,67178.19,30057.82,26752.45,177372.61,50749.82,71841.68,99978.46,64177.35,stable
Nova Corp 825,services,24003.25,13262.4,6669.18,2214.3,28274.21,7003.01,25375.95,38327.31,12231.44,stable
Alpha Tech 826,technology,259359.3,148387.04,92784.3,35529.16,380170.23,59051.25,98544.51,218080.05,156082.0,stable
Core Inc 827,manufacturing,38810.84,30978.17,9641.42,5373.25,39882.93,10558.49,37829.52,47271.13,32081.97,stable
Vertex Corp 828,technology,116219.11,61826.64,28159.03,9861.04,138693.32,29488.95,72729.25,139814.42,58465.82,stable
Omega Solutions 829,services,126427.16,72702.35,34994.45,30946.38,126007.16,50939.51,102327.17,157636.44,72581.9,stable
Alpha Tech 830,retail,81455.72,61534.71,10728.0,22463.9,94747.31,33991.79,89900.02,95655.84,58191.5,tight
Peak Tech 831,manufacturing,71032.03,40876.29,13832.76,13797.1,90422.35,28160.3,59987.8,87908.0,41547.4,tight
Flux Solutions 832,manufacturing,66433.18,39493.03,10755.14,12232.88,66415.29,20294.36,21459.47,37556.1,40425.51,stable
Delta Inc 833,retail,57230.78,42977.62,6736.16,13790.07,50925.09,21076.38,54388.95,65016.59,41441.99,tight
Delta Inc 834,healthcare,45295.49,36621.22,12558.99,12510.07,42047.52,24865.22,51461.21,54430.41,38266.76,tight
