companyName,industry,revenue,numDepartments,fiscalQuarter,yoyGrowth,operatingMargin,headcount,prevUtilization,totalBudget,remainingBudget,approvedDepartments
Company 1566,manufacturing,33459.99,4,2,9.52,27.22,385,74.46,38183.23,29200.87,4
Company 1567,technology,61837.74,3,4,-2.59,33.97,360,53.73,71982.91,20524.08,1
Company 1568,technology,46638.68,6,2,-2.57,34.87,432,88.34,95261.39,80972.18,5
Company 1569,manufacturing,16840.08,6,2,19.69,32.71,193,72.91,27331.46,21771.14,6
Company 1570,manufacturing,28670.83,6,3,12.63,31.12,448,99.04,65003.51,36529.46,5
Company 1571,retail,209937.5,3,3,-7.28,13.37,444,65.07,153239.31,94104.59,1
Company 1572,manufacturing,81452.77,4,3,7.17,34.0,122,100.8,42141.57,26566.34,4
Company 1573,manufacturing,20767.18,6,1,-23.49,32.84,45,57.76,11160.1,9486.09,1
Company 1574,services,17460.85,7,1,-1.89,21.03,265,83.38,33211.05,28229.4,6
Company 1575,technology,54735.56,7,4,16.53,17.06,381,66.93,89756.98,33758.49,2
Company 1576,technology,208761.81,3,4,3.5,8.28,426,60.0,131587.69,50581.16,1
Company 1577,healthcare,51564.75,5,4,6.41,22.72,79,55.17,36855.28,10373.62,5
Company 1578,services,170348.16,3,3,-31.2,26.02,194,86.06,89605.96,63156.82,1
Company 1579,services,79343.72,7,4,0.29,17.12,386,62.82,84601.26,20414.78,3
Company 1580,services,87290.8,3,2,9.06,17.18,39,81.5,36542.46,29407.56,2
Company 1581,services,20566.6,7,1,10.58,22.2,364,103.87,42428.11,36063.89,7
Company 1582,retail,126755.88,3,1,16.55,5.83,152,67.38,79047.66,67190.51,1
Company 1583,retail,45800.69,3,2,2.48,33.74,20,51.92,25597.54,18796.18,2
Company 1584,retail,119428.6,7,2,3.01,13.7,128,57.86,69326.79,54827.82,4
Company 1585,manufacturing,31215.31,5,4,-10.99,9.23,373,56.56,51788.41,19023.99,2
Company 1586,services,68984.66,5,2,2.55,5.16,436,75.48,106926.46,75222.05,3
Company 1587,retail,79348.3,6,3,-10.14,30.71,49,90.96,27418.29,15289.72,2
Company 1588,manufacturing,52932.53,4,2,-17.17,30.9,237,66.3,43302.95,36807.51,2
Company 1589,retail,82754.71,6,3,-8.02,7.86,108,58.02,50495.58,22976.44,2
Company 1590,technology,48381.96,5,3,23.1,9.57,344,85.24,88703.76,43613.48,2
Company 1591,technology,35623.19,4,1,1.75,18.44,392,66.56,54967.79,46722.62,4
Company 1592,technology,216292.45,4,2,7.64,10.57,481,81.63,134403.72,105668.79,2
Company 1593,services,138574.35,3,1,-1.16,27.07,183,101.36,81305.35,69109.55,1
Company 1594,retail,32575.25,4,4,-16.49,6.74,156,66.02,18394.33,7758.44,2
Company 1595,services,94348.95,5,3,16.23,21.49,161,78.19,69164.47,34338.39,4
Company 1596,healthcare,33052.65,3,4,-21.07,16.48,382,94.37,60467.7,18046.78,2
Company 1597,technology,23208.0,3,4,-1.66,18.95,228,88.04,24428.1,7049.67,1
Company 1598,technology,136905.69,6,1,4.34,17.74,21,91.33,95063.33,80803.83,5
Company 1599,services,15317.03,5,3,7.77,9.59,474,92.49,84207.94,56180.32,2
Company 1600,retail,125678.8,3,1,-3.72,11.61,61,79.7,56260.67,47821.57,1
Company 1601,services,48914.16,6,4,-17.06,6.94,464,79.48,73937.39,18074.92,1
Company 1602,technology,50552.25,6,4,-4.61,8.46,89,89.54,34778.48,8024.97,3
Company 1603,healthcare,83100.08,3,3,-3.99,34.34,273,88.37,55700.49,37438.28,2
Company 1604,services,95316.58,4,4,-4.28,13.39,163,86.85,36916.01,10736.95,4
Company 1605,technology,30912.8,4,4,16.64,14.21,346,71.02,46172.61,14492.02,3
Company 1606,retail,106317.0,6,4,-9.56,8.81,207,95.57,39078.04,8238.79,3
Company 1607,services,65558.39,3,1,8.61,27.65,189,62.99,35722.16,30363.83,2
Company 1608,retail,21920.03,7,1,6.9,32.72,243,58.57,35136.5,29866.02,6
Company 1609,retail,52265.95,4,4,16.53,28.69,485,68.98,89350.0,32187.14,3
Company 1610,retail,180777.67,3,2,3.4,23.38,130,63.96,91958.57,70934.16,3
Company 1611,retail,228953.87,7,2,14.49,29.4,117,86.48,56271.23,36846.92,7
Company 1612,healthcare,106284.93,3,1,2.93,17.13,42,62.71,54385.8,46227.93,3
Company 1613,healthcare,23103.17,3,3,10.21,30.78,371,86.11,58481.75,33437.12,3
Company 1614,retail,88653.03,7,4,-13.04,28.96,341,78.23,63575.23,16571.14,5
Company 1615,services,118265.66,5,4,-26.66,5.05,308,58.38,65406.74,25665.03,2
Company 1616,technology,106998.1,5,3,9.53,19.63,21,64.21,25251.84,15929.0,5
Company 1617,technology,112191.6,6,3,10.17,12.94,397,78.69,108163.73,55997.24,5
Company 1618,manufacturing,80066.31,6,3,10.71,7.59,406,90.32,75801.48,46850.36,2
Company 1619,services,56504.19,6,2,-1.3,30.39,473,71.9,76219.82,58782.32,6
Company 1620,technology,36801.95,3,3,22.88,5.24,465,62.81,63609.32,41458.71,1
Company 1621,technology,13116.83,5,4,-0.52,26.9,138,66.23,20763.86,10438.66,1
Company 1622,manufacturing,78567.5,4,2,10.05,34.65,358,55.23,72905.45,50487.52,3
Company 1623,services,69483.34,7,2,12.14,19.46,207,51.38,50652.07,42626.69,1
Company 1624,technology,93532.17,5,3,25.62,16.14,302,103.52,73978.04,49150.8,3
Company 1625,retail,20536.62,3,3,1.2,23.17,172,55.3,33601.16,16207.37,2
Company 1626,healthcare,100309.27,7,1,-2.84,29.14,331,56.87,91365.92,77661.03,4
Company 1627,retail,309785.71,4,2,-12.98,12.21,476,97.9,197713.68,144941.89,2
Company 1628,technology,63752.27,4,3,23.63,12.52,329,86.49,42604.04,23405.7,3
Company 1629,technology,56992.09,7,3,10.06,23.22,461,73.98,126415.47,67188.66,7
Company 1630,retail,76665.1,6,3,10.44,33.2,466,85.7,105957.0,57655.15,6
Company 1631,manufacturing,304330.52,7,4,42.4,13.95,68,101.42,152147.4,61929.93,3
Company 1632,services,26399.01,6,3,8.9,16.3,482,55.47,68104.69,27809.53,3
Company 1633,manufacturing,70443.45,7,3,-10.63,34.8,410,63.4,75616.66,36453.92,2
Company 1634,healthcare,31579.83,3,2,2.65,10.29,219,97.32,44025.38,36699.31,1
Company 1635,services,38653.64,5,2,-6.7,7.31,304,92.94,47886.84,39469.39,1
Company 1636,retail,57545.3,4,4,0.25,22.69,312,104.68,73928.74,18875.24,4
Company 1637,retail,175933.01,4,2,0.17,5.73,395,67.26,138199.43,113983.59,2
Company 1638,services,252910.89,4,3,-2.04,10.41,403,101.97,159635.12,106340.83,1
Company 1639,technology,85691.91,4,1,-11.72,23.67,60,68.9,44801.1,38080.93,1
Company 1640,healthcare,44299.3,5,1,24.11,24.79,10,89.33,26290.17,22346.64,5
Company 1641,healthcare,439850.9,7,1,8.59,20.31,130,98.55,227514.99,193387.74,7
Company 1642,technology,42529.64,6,1,2.29,16.51,268,59.39,60286.42,51243.46,1
Company 1643,manufacturing,37914.59,4,3,14.09,22.29,426,61.31,96848.09,47369.25,3
Company 1644,technology,14473.08,5,3,10.65,24.3,329,81.95,54156.95,30497.95,5
Company 1645,technology,182932.64,5,3,8.31,29.1,76,96.41,140767.97,91106.78,5
Company 1646,manufacturing,129909.91,4,2,13.22,28.78,361,54.34,116905.39,92265.09,3
Company 1647,retail,414258.08,5,3,6.61,24.94,239,96.8,131656.23,55324.09,4
Company 1648,healthcare,19700.15,6,1,13.04,31.83,190,68.87,44339.3,37688.4,6
Company 1649,services,192247.07,4,2,14.04,30.14,388,72.34,151944.65,106618.85,3
Company 1650,services,63329.62,5,1,6.95,9.0,154,68.69,50295.01,42750.76,1
Company 1651,retail,114105.66,6,1,2.36,33.7,313,100.13,49177.18,41800.61,6
Company 1652,retail,16022.97,5,1,23.36,31.75,99,57.19,16552.28,14069.44,4
Company 1653,retail,193777.42,4,1,-0.73,14.63,196,81.59,74630.03,63435.53,3
Company 1654,technology,112331.93,5,2,9.7,5.61,283,58.15,122543.42,98851.72,2
Company 1655,services,58039.09,6,3,9.97,23.12,315,101.07,72296.97,43834.83,5
Company 1656,retail,100316.97,4,3,-2.31,18.15,460,93.89,103592.76,59353.01,1
Company 1657,technology,32454.8,5,2,-4.69,27.49,152,62.86,24925.8,20033.5,1
Company 1658,services,37663.55,6,1,0.75,20.74,449,66.38,75440.23,64124.19,5
Company 1659,retail,41325.88,4,1,-0.91,7.29,410,70.98,55023.68,46770.13,2
Company 1660,technology,13599.9,4,3,-12.5,12.34,186,72.3,39066.1,19501.3,2
Company 1661,technology,119301.22,7,4,-2.82,31.48,78,94.95,63982.64,17406.67,7
Company 1662,manufacturing,155324.99,4,2,8.19,6.13,136,81.05,82998.67,64041.9,2
Company 1663,healthcare,34163.9,5,1,20.19,27.1,332,73.54,47636.18,40490.75,4
Company 1664,technology,79107.46,3,2,11.65,13.76,396,89.57,47919.71,39023.2,2
Company 1665,services,48415.13,7,1,-26.19,18.58,310,75.18,68489.17,58215.8,3
Company 1666,services,77856.23,5,1,12.7,20.93,365,57.05,106419.56,90456.62,5
Company 1667,services,36240.7,6,2,-1.7,12.5,59,55.91,9751.07,6973.28,4
Company 1668,technology,29532.89,6,4,10.44,24.56,257,67.93,53561.79,8864.88,2
Company 1669,technology,138920.89,4,3,4.83,25.8,438,83.16,92496.56,46108.15,4
Company 1670,services,56891.63,4,4,2.69,7.55,200,57.42,28663.41,6662.55,2
Company 1671,retail,301850.51,6,2,3.77,16.22,450,80.26,164520.75,118713.27,5
Company 1672,manufacturing,62133.96,7,2,4.73,27.33,70,64.83,42429.48,33917.37,6
Company 1673,healthcare,28542.16,3,2,21.13,26.65,489,88.25,107676.64,84714.73,3
Company 1674,technology,159779.93,7,1,4.76,21.34,394,51.55,87350.56,74247.98,7
Company 1675,healthcare,99174.89,7,2,18.03,28.33,316,75.8,96293.45,78830.3,5
Company 1676,services,107097.86,3,2,16.28,8.23,312,52.87,74691.8,63488.03,2
Company 1677,healthcare,155201.65,3,2,13.0,8.55,468,68.18,155279.91,130002.08,2
Company 1678,retail,35516.87,6,1,-16.44,24.72,194,50.86,30713.5,26106.48,5
Company 1679,services,54078.79,7,3,18.4,25.8,90,75.8,37359.77,19848.79,7
Company 1680,manufacturing,52200.12,4,4,-0.49,29.44,460,92.19,33624.11,8541.84,4
Company 1681,healthcare,21320.04,6,4,13.59,10.43,60,55.51,17896.16,5441.92,4
Company 1682,services,48490.73,7,1,-6.67,20.5,333,90.44,77316.94,65719.4,3
Company 1683,healthcare,174399.44,4,1,-9.22,24.82,140,82.13,85671.6,72820.86,1
Company 1684,retail,72393.4,4,4,28.72,11.71,465,77.75,68076.35,17693.63,3
Company 1685,technology,20397.16,7,4,-6.48,20.51,487,82.97,67505.0,25202.79,7
Company 1686,technology,17245.88,4,3,18.75,24.15,242,68.47,40018.43,19191.57,3
Company 1687,manufacturing,226799.32,5,2,6.42,11.43,271,89.07,149679.88,98387.68,4
Company 1688,manufacturing,55700.52,5,3,-0.04,16.27,232,92.88,43203.56,20315.74,5
Company 1689,manufacturing,35670.23,5,3,4.46,11.49,218,92.8,48565.49,26286.15,3
Company 1690,retail,48088.9,4,4,-10.61,32.09,469,64.82,57898.75,15095.74,1
Company 1691,healthcare,18364.12,6,3,4.83,12.1,150,85.96,31977.18,17323.73,3
Company 1692,services,186927.5,6,1,-7.99,8.63,480,58.15,143833.78,122258.72,1
Company 1693,technology,43719.86,4,3,0.25,6.05,328,77.25,68836.28,41711.72,1
Company 1694,healthcare,178781.78,5,4,16.1,6.35,480,50.14,170678.67,49007.64,2
Company 1695,healthcare,62400.05,3,2,8.05,10.75,309,60.65,70761.77,47812.64,2
Company 1696,manufacturing,187892.56,4,1,-12.79,23.25,411,84.75,138950.46,118107.89,2
Company 1697,technology,73523.15,7,1,15.22,5.53,250,98.09,68528.67,58249.37,3
Company 1698,healthcare,118490.27,5,4,4.91,13.6,236,52.7,53706.8,22080.78,3
Company 1699,services,106433.37,6,2,-1.51,6.75,136,80.72,62594.22,50590.6,2
Company 1700,healthcare,98580.9,7,3,13.96,17.11,113,85.02,59602.31,39105.96,1
Company 1701,services,79090.46,6,4,2.99,6.46,28,101.28,15137.54,7240.83,3
Company 1702,services,49697.97,6,1,-8.99,23.23,197,86.03,42026.58,35722.59,2
Company 1703,retail,277159.31,6,1,27.17,25.65,493,55.67,109401.33,92991.13,6
Company 1704,manufacturing,28982.59,5,4,4.79,26.94,469,58.07,79693.1,25434.54,5
Company 1705,manufacturing,60080.83,6,3,4.02,11.73,348,84.97,49752.21,31920.41,5
Company 1706,services,60591.43,4,1,0.14,31.06,188,61.86,59720.87,50762.74,4
Company 1707,technology,82615.5,7,3,19.16,25.71,264,101.06,79054.32,31766.82,7
Company 1708,retail,42464.42,3,1,-1.3,6.7,380,100.64,27617.18,23474.6,1
Company 1709,services,77018.2,7,4,-13.54,18.22,10,102.18,28302.97,6857.72,1
Company 1710,retail,52309.12,7,4,-3.14,28.03,462,66.11,55354.68,10929.02,7
Company 1711,healthcare,16889.34,3,4,20.92,14.33,436,89.43,93138.34,38218.87,3
Company 1712,retail,60333.44,6,2,14.99,16.45,485,86.47,107026.12,90972.2,5
Company 1713,services,24823.54,7,2,1.94,23.89,56,51.96,21341.01,16206.07,7
Company 1714,services,14950.37,5,4,21.48,6.66,474,64.61,66049.48,26970.15,1
Company 1715,retail,66802.69,4,3,13.98,34.01,310,61.37,69890.33,47439.46,3
Company 1716,healthcare,88460.08,7,3,1.8,10.23,281,70.39,75801.48,43712.18,2
Company 1717,retail,91250.01,5,1,3.01,5.8,97,102.42,57937.17,49246.59,3
Company 1718,manufacturing,94252.87,3,3,8.95,5.16,251,96.51,72691.55,39278.51,2
Company 1719,healthcare,12758.19,4,3,-4.98,16.99,188,66.14,40293.86,24297.39,2
Company 1720,services,20154.57,6,2,5.05,31.53,493,79.15,78884.63,67050.01,5
Company 1721,technology,290342.68,5,4,8.7,29.59,176,60.57,80990.86,30529.05,4
Company 1722,technology,25906.08,4,1,-15.24,32.36,116,65.26,37059.79,31500.82,1
Company 1723,healthcare,97603.91,6,3,2.73,21.01,473,53.58,106850.47,59398.58,5
Company 1724,manufacturing,34559.92,3,4,1.36,18.46,101,85.34,38135.3,8106.18,2
Company 1725,manufacturing,63814.66,4,3,17.34,16.58,453,86.13,46387.4,29308.36,4
Company 1726,technology,36076.49,5,1,-17.13,6.39,481,96.12,87090.7,74027.09,2
Company 1727,retail,93829.34,3,3,0.42,32.29,160,97.94,70000.49,42668.86,3
Company 1728,services,66797.39,4,3,-0.78,19.89,347,58.8,29092.67,18050.8,3
Company 1729,technology,41829.96,7,3,16.52,18.65,400,90.87,84698.14,39703.56,3
Company 1730,retail,25844.74,7,2,4.48,20.46,272,57.41,53022.77,38779.58,7
Company 1731,services,74177.74,7,3,26.55,28.82,351,70.55,53516.82,39052.19,6
Company 1732,technology,22693.3,4,2,12.95,11.73,74,78.35,23275.23,18006.68,2
Company 1733,healthcare,84287.16,3,3,0.08,26.3,262,52.72,68579.56,31710.02,1
Company 1734,retail,489523.59,7,3,7.88,26.32,261,58.62,157510.06,98297.36,7
Company 1735,services,176334.15,4,3,0.75,30.49,287,64.91,134461.17,66986.67,1
Company 1736,healthcare,106369.94,6,4,15.31,5.26,472,57.01,96427.59,17970.06,4
Company 1737,services,55910.87,3,4,-10.99,10.11,414,101.38,72023.35,27482.78,1
Company 1738,technology,12695.44,6,4,-4.88,19.13,305,65.86,38555.89,10281.72,2
Company 1739,manufacturing,20788.83,5,4,10.47,30.52,207,77.56,29122.13,10649.82,5
Company 1740,healthcare,167081.05,7,4,19.71,33.95,208,104.81,69278.99,19050.67,7
Company 1741,technology,31830.97,3,1,-21.42,22.85,19,81.17,9241.14,7854.97,2
Company 1742,technology,34221.12,5,2,21.49,11.36,280,72.63,45895.3,36472.07,5
Company 1743,technology,52442.87,7,3,3.32,10.54,133,101.14,33135.71,11692.37,1
Company 1744,services,25600.39,4,2,-17.61,24.18,444,62.24,75231.05,60979.35,2
Company 1745,healthcare,22439.66,6,3,-31.02,11.3,389,59.87,71083.27,38159.03,5
Company 1746,manufacturing,57504.63,3,1,-13.35,21.59,457,79.45,47079.69,40017.74,2
Company 1747,healthcare,29342.04,6,1,4.76,30.04,497,73.5,51726.67,43967.67,5
Company 1748,manufacturing,33096.58,4,3,4.21,16.69,206,93.83,25041.86,15538.29,4
Company 1749,manufacturing,32049.83,5,4,12.6,16.35,219,52.31,24579.47,6959.84,5
Company 1750,retail,90933.9,7,2,-1.59,6.08,307,83.97,51432.85,36866.79,3
Company 1751,manufacturing,49726.81,6,2,-8.3,12.62,220,89.09,57434.88,44681.36,2
Company 1752,technology,51903.55,5,3,0.04,25.95,146,103.46,51869.24,27550.38,4
Company 1753,services,96524.94,3,2,5.4,15.81,356,58.02,58252.52,49514.64,3
Company 1754,services,53442.86,4,1,7.77,9.75,231,63.54,45668.86,38818.53,1
Company 1755,retail,47925.21,7,3,-4.47,8.17,471,101.28,102792.67,47491.68,5
Company 1756,manufacturing,87234.95,4,4,15.82,7.85,117,84.68,49858.13,13650.83,2
Company 1757,technology,102186.85,6,3,-2.46,24.77,227,52.09,76363.46,48659.11,3
Company 1758,services,53228.07,5,4,-5.44,23.38,270,54.25,55559.6,18146.84,3
Company 1759,services,63862.41,4,3,-1.51,20.56,454,93.2,38387.1,20818.98,1
Company 1760,services,32034.47,6,4,17.9,20.01,293,81.21,60396.82,25657.48,6
Company 1761,retail,30075.12,4,1,3.41,9.59,43,81.1,14294.38,12150.22,1
Company 1762,technology,110781.82,4,1,-3.33,20.02,175,98.39,98254.59,80685.29,1
Company 1763,technology,85472.81,5,1,16.11,6.8,444,63.26,60254.78,51216.56,3
Company 1764,technology,86183.91,6,4,30.71,32.78,143,58.82,33926.53,12192.08,5
Company 1765,technology,74958.02,7,3,7.52,6.74,176,83.76,53105.82,28679.22,1
Company 1766,technology,62128.66,6,1,19.81,17.71,84,98.53,26927.53,22888.4,4
Company 1767,services,104519.56,6,4,17.43,5.02,362,64.59,70310.88,29620.9,1
Company 1768,technology,126511.31,6,2,-2.27,28.58,78,87.47,35502.23,28156.1,3
Company 1769,technology,124117.3,4,3,5.32,9.99,190,58.38,74753.4,44188.32,2
Company 1770,services,55236.41,4,1,-10.39,32.75,358,59.45,65812.72,55940.82,2
Company 1771,manufacturing,181605.89,5,1,2.54,6.32,448,99.58,158300.51,134555.43,3
Company 1772,healthcare,71881.09,6,2,-2.51,29.62,118,56.49,63004.13,50669.83,4
Company 1773,manufacturing,99300.01,6,1,0.17,24.7,172,51.34,74313.4,63166.39,6
Company 1774,services,75032.03,3,3,-4.0,12.49,67,92.62,39116.83,25473.85,3
Company 1775,manufacturing,72955.53,6,1,1.55,11.07,224,69.94,59002.72,50152.32,6
Company 1776,manufacturing,33236.32,4,1,11.39,15.73,499,71.82,44643.89,37947.3,2
Company 1777,healthcare,104933.35,7,3,3.57,29.85,159,93.99,89194.32,37551.37,7
Company 1778,retail,500000.0,6,2,-17.37,30.86,137,59.9,174710.03,136065.09,4
Company 1779,retail,44363.13,7,3,-3.95,10.26,205,85.77,27470.61,13281.33,4
Company 1780,manufacturing,63373.16,6,3,-13.23,15.6,449,67.24,95269.5,63123.04,4
Company 1781,technology,41899.78,5,4,7.93,12.12,278,55.73,31318.5,13480.43,2
Company 1782,healthcare,40521.34,3,4,11.04,8.68,308,87.81,39187.53,10343.85,1
Company 1783,retail,205985.2,4,1,8.08,24.39,392,67.53,90827.76,77203.6,3
Company 1784,technology,34948.23,7,3,-4.45,15.38,360,97.66,42430.94,24604.89,7
Company 1785,technology,40975.75,4,3,7.96,11.76,303,100.55,66101.64,41780.42,2
Company 1786,services,16814.65,3,3,-0.64,30.98,284,96.7,31903.4,13589.27,1
Company 1787,retail,32660.14,4,4,-8.66,27.45,271,67.73,53294.94,8699.35,2
Company 1788,healthcare,15264.42,5,1,13.9,28.21,98,63.01,26785.69,22767.84,4
Company 1789,services,99254.62,6,2,14.82,6.18,213,99.1,58392.82,33721.08,2
Company 1790,technology,500000.0,7,4,16.39,32.45,425,74.91,302700.15,106758.04,6
Company 1791,healthcare,44652.12,7,4,-2.3,22.24,29,88.93,31517.6,12209.18,5
Company 1792,retail,15781.5,5,1,19.15,20.11,415,95.49,45671.74,38820.98,4
Company 1793,technology,123007.39,5,2,-0.92,5.32,287,65.27,66062.6,48238.55,1
Company 1794,healthcare,33471.85,7,2,12.84,31.93,181,56.55,34190.79,27109.69,6
Company 1795,services,169308.46,3,1,-1.13,21.32,65,84.37,52482.9,44610.46,1
Company 1796,retail,47780.69,5,1,2.31,29.75,384,82.46,86837.81,73812.14,4
Company 1797,manufacturing,36118.03,5,3,-24.05,24.67,10,64.86,8102.29,5130.59,3
Company 1798,retail,51929.07,6,3,1.38,28.9,276,82.16,64414.89,37486.08,5
Company 1799,manufacturing,109778.66,7,3,6.09,25.79,89,93.47,35383.25,18100.81,6
Company 1800,manufacturing,49914.33,6,2,0.08,32.63,455,69.25,73423.53,58100.81,5
Company 1801,manufacturing,40240.14,6,4,26.07,11.76,99,63.33,28030.28,9217.85,5
Company 1802,manufacturing,51069.09,6,3,-8.95,11.06,403,89.88,37710.76,23471.4,4
Company 1803,technology,21644.7,5,4,-1.76,26.38,291,93.22,43119.86,13417.31,4
Company 1804,healthcare,82258.77,4,2,-5.86,20.04,30,102.49,34152.18,27259.15,4
Company 1805,healthcare,14337.28,4,1,-1.77,22.97,362,58.12,37482.89,31860.46,1
Company 1806,healthcare,41969.68,6,2,17.38,26.26,440,98.91,55423.25,39071.87,6
Company 1807,technology,109920.01,6,3,22.74,21.42,118,92.08,77039.32,44199.2,6
Company 1808,retail,76300.79,4,2,-3.41,28.63,484,88.6,102554.71,72635.25,3
Company 1809,retail,96014.69,7,4,-3.68,14.57,401,67.22,76519.14,30917.28,3
Company 1810,technology,56838.17,7,1,-8.89,30.77,373,51.22,91533.05,77803.09,4
Company 1811,technology,152633.81,6,3,20.68,8.23,174,77.92,73649.45,36735.67,4
Company 1812,retail,125462.14,4,2,18.45,24.02,68,65.72,44826.2,35731.08,3
Company 1813,healthcare,85554.84,7,1,3.73,31.7,220,65.94,65656.41,55807.95,6
Company 1814,technology,125748.18,4,3,-11.75,12.58,405,100.99,121087.48,52268.01,2
Company 1815,services,109134.77,5,4,-10.68,14.81,297,58.41,63661.74,18603.36,1
Company 1816,manufacturing,42126.37,7,3,7.05,14.16,327,101.38,48066.8,26723.92,2
Company 1817,healthcare,20432.48,5,1,11.59,21.93,392,77.71,46556.6,39573.11,4
Company 1818,manufacturing,83808.5,4,1,-19.79,17.39,176,96.11,34416.27,29253.83,2
Company 1819,manufacturing,92676.61,3,2,1.14,8.24,28,65.6,49409.47,41998.05,2
Company 1820,manufacturing,143254.43,4,3,24.42,31.74,443,84.87,81263.11,39128.73,4
Company 1821,services,28309.22,6,2,2.39,11.14,310,80.61,31886.82,23910.78,2
Company 1822,manufacturing,28994.32,6,2,22.88,21.02,287,100.83,58454.24,49686.1,6
Company 1823,manufacturing,86501.78,4,4,12.79,22.84,290,59.86,77974.61,14465.35,3
Company 1824,manufacturing,56560.52,3,1,-8.01,6.22,427,61.25,83105.31,70639.51,2
Company 1825,healthcare,13245.2,6,1,1.49,7.87,386,102.19,64049.27,54441.88,3
Company 1826,technology,80828.63,3,1,3.46,34.15,338,55.39,114844.73,97618.02,3
Company 1827,manufacturing,13603.22,3,4,-6.43,24.94,393,84.91,81312.35,24820.12,1
Company 1828,manufacturing,28107.59,5,2,-6.64,6.01,151,53.33,28093.24,23266.05,3
Company 1829,services,176547.47,5,1,23.08,28.83,358,54.23,79108.22,67241.98,4
Company 1830,manufacturing,257790.68,4,2,-6.73,20.26,487,82.84,122337.48,82645.16,1
Company 1831,manufacturing,22640.03,4,4,17.94,7.26,125,80.33,29483.34,8637.06,2
Company 1832,services,46004.14,4,3,-0.24,25.42,289,81.52,28261.51,15826.18,4
Company 1833,manufacturing,61950.94,4,1,4.69,19.98,343,76.05,67093.91,57029.83,1
Company 1834,technology,248943.57,3,1,11.74,11.15,263,90.83,96481.99,82009.69,3
Company 1835,technology,40364.45,3,1,-2.18,31.33,484,104.57,97909.7,83223.25,2
Company 1836,technology,40883.95,4,4,11.81,13.74,207,65.17,37463.46,9703.04,2
Company 1837,technology,206691.05,3,1,-19.56,13.54,116,67.79,122936.01,104495.61,3
Company 1838,retail,44363.34,4,2,10.28,13.18,76,67.77,17354.35,13787.65,1
Company 1839,healthcare,106698.39,5,2,-24.62,28.02,426,91.98,134462.61,99293.74,1
Company 1840,healthcare,18366.54,3,3,2.28,26.18,346,69.14,26645.59,15923.96,3
Company 1841,technology,52209.19,6,3,15.25,32.09,293,87.22,79866.94,30212.85,5
Company 1842,manufacturing,15872.17,6,4,12.47,11.88,221,74.52,39535.12,15191.45,6
Company 1843,technology,25736.18,5,2,-10.58,28.59,210,83.43,32315.95,23974.85,3
Company 1844,services,117167.65,6,2,-9.04,22.19,467,95.6,114771.48,88514.48,2
Company 1845,technology,57530.8,7,2,-3.26,14.26,343,78.27,103530.44,88000.87,4
Company 1846,manufacturing,46384.26,3,1,7.23,6.06,482,76.13,101418.58,86205.79,1
Company 1847,retail,32892.51,3,3,-19.38,29.57,402,64.68,79685.27,46362.29,1
Company 1848,manufacturing,50185.18,4,3,4.84,12.23,386,78.37,59946.56,37377.5,2
Company 1849,retail,76182.76,6,2,8.74,23.95,281,64.43,59005.07,46828.01,6
Company 1850,healthcare,131443.58,7,4,1.6,21.47,128,96.4,59574.95,12562.25,7
Company 1851,technology,10000.0,7,1,11.3,5.13,330,71.39,66137.92,56217.23,5
Company 1852,services,30779.1,5,4,7.68,34.83,360,57.1,74868.59,24189.42,5
Company 1853,manufacturing,68000.95,5,3,-1.5,29.43,265,63.2,76424.16,39572.18,3
Company 1854,healthcare,55321.09,5,1,-18.23,19.59,20,79.4,21525.49,18296.66,2
Company 1855,services,82677.35,3,3,6.6,25.41,480,100.4,103047.87,54556.46,2
Company 1856,services,74163.86,5,4,-6.44,19.3,414,66.53,49456.95,12106.35,1
Company 1857,technology,46915.61,5,2,-1.94,27.34,182,64.54,27417.03,21747.08,1
Company 1858,retail,39281.83,4,2,10.75,9.03,251,72.36,40792.49,29869.13,2
Company 1859,retail,49197.54,6,4,22.01,18.39,70,103.23,35674.54,14044.04,3
Company 1860,retail,150090.52,7,1,4.54,15.07,469,96.49,73128.42,62159.16,1
Company 1861,manufacturing,33336.02,4,1,11.65,18.79,123,58.23,31566.39,26831.43,4
Company 1862,services,56940.07,7,3,-12.33,18.51,195,83.76,39916.57,21677.47,4
Company 1863,services,69332.83,3,4,7.95,9.29,219,93.55,31512.59,8689.28,2
Company 1864,manufacturing,208622.31,7,3,4.28,34.29,138,92.24,148220.48,65575.8,6
Company 1865,manufacturing,47087.05,6,1,19.75,5.46,320,76.89,63171.17,53695.5,2
Company 1866,services,128932.63,4,3,-1.49,5.3,497,90.25,131929.56,80868.68,2
Company 1867,services,160425.27,6,2,2.1,16.2,429,82.1,114139.14,82705.95,1
Company 1868,technology,56896.93,4,4,17.71,23.61,270,61.08,52260.46,24847.36,3
Company 1869,manufacturing,50585.73,6,3,3.9,10.39,74,53.08,29613.87,19796.67,5
Company 1870,services,46016.58,3,2,-8.31,21.0,432,70.32,79246.58,53245.6,2
Company 1871,retail,48792.97,4,3,35.62,26.68,135,53.41,43401.25,21688.56,4
Company 1872,retail,118585.78,4,3,-7.94,7.82,456,71.73,139259.26,76510.99,2
Company 1873,services,72027.84,3,3,4.22,34.53,203,95.59,58410.18,27709.39,1
Company 1874,services,72274.87,4,2,9.16,15.1,264,96.44,49118.3,37932.77,4
