companyName,industry,invoiceCategory,revenue,invoiceAmount,vendorHistoryMonths,lineItems,daysSinceReceived,previousInvoices,amountDeviation,hasPurchaseOrder,paymentStatus,duplicateCheck
Omega Solutions 1484,technology,maintenance,160941.91,24950.03,88,15,54,111,-3.32,1,approved,False
Alpha Tech 1485,manufacturing,equipment,76812.87,10469.66,7,12,72,157,5.03,1,pending,False
Gamma Solutions 1486,technology,services,80309.47,15327.81,29,12,1,36,0.85,1,approved,False
Flux Group 1487,services,supplies,177468.31,39971.26,106,15,14,38,25.96,1,approved,False
Flux Tech 1488,manufacturing,consulting,151005.73,11587.7,105,15,25,61,-31.7,1,approved,False
Zen Holdings 1489,services,maintenance,110445.12,25655.09,6,8,84,54,5.66,1,pending,False
Nova LLC 1490,manufacturing,supplies,19199.09,2671.32,46,4,5,188,-10.91,1,approved,False
Nexus Inc 1491,technology,equipment,34319.08,2729.47,12,8,16,79,-35.34,1,pending,False
Nova Group 1492,services,consulting,26819.63,5753.64,33,10,36,173,-5.41,0,approved,False
Nova LLC 1493,manufacturing,services,107154.5,3018.74,116,4,29,11,27.72,1,approved,False
Core LLC 1494,healthcare,supplies,68632.51,10204.77,24,5,4,20,-9.84,0,pending,True
Vertex Inc 1495,retail,consulting,19684.56,3660.8,77,23,48,160,11.86,1,approved,True
Nova Solutions 1496,manufacturing,services,51482.88,4344.89,96,7,54,49,17.98,1,approved,False
Apex Holdings 1497,services,consulting,18118.89,3960.85,105,18,15,16,-0.19,1,approved,False
Peak LLC 1498,manufacturing,equipment,57381.36,4318.83,43,4,61,118,1.81,1,approved,False
Zen Inc 1499,retail,maintenance,15925.9,3394.94,83,24,5,29,-25.74,1,approved,False
Zen Corp 1500,healthcare,services,91405.6,3479.39,58,6,65,12,-10.74,1,pending,False
Peak Corp 1501,healthcare,maintenance,81013.42,4600.21,13,10,23,81,13.61,1,rejected,False
Nexus Holdings 1502,services,supplies,275504.38,29651.56,27,19,20,110,0.91,1,approved,False
Alpha Corp 1503,retail,services,117983.33,25535.46,90,5,17,105,5.51,1,approved,False
Gamma Tech 1504,retail,consulting,42687.81,2273.32,82,14,78,116,2.0,1,approved,False
Core Inc 1505,services,equipment,115203.58,25500.4,63,19,45,4,32.88,1,rejected,False
Delta Corp 1506,manufacturing,maintenance,19572.27,1425.61,93,1,62,58,-6.46,1,approved,False
Gamma Solutions 1507,healthcare,services,27723.12,3439.8,83,1,18,68,24.08,1,approved,False
Core LLC 1508,manufacturing,services,78160.06,7904.24,41,19,5,58,2.0,0,approved,False
Alpha LLC 1509,technology,equipment,10650.91,502.39,35,7,3,111,25.41,1,approved,False
Nova Corp 1510,healthcare,maintenance,58120.36,13785.64,113,22,39,45,-18.37,1,approved,False
Core Holdings 1511,technology,equipment,26470.58,3197.14,116,23,29,126,2.77,1,approved,False
Vertex LLC 1512,technology,consulting,64928.74,11607.71,4,22,69,187,-5.91,1,pending,False
Delta Solutions 1513,manufacturing,maintenance,25281.06,3850.6,95,24,70,132,2.09,0,pending,False
Omega Holdings 1514,healthcare,maintenance,84069.45,11382.55,16,20,27,77,18.34,1,approved,False
Zen Tech 1515,services,equipment,60807.11,9839.37,103,10,39,86,5.68,1,approved,False
Omega Holdings 1516,retail,consulting,183559.24,41597.96,71,24,34,117,18.31,1,approved,False
Beta Solutions 1517,technology,equipment,60197.59,10886.24,82,9,60,144,-10.05,0,rejected,False
Alpha Holdings 1518,services,consulting,32373.19,4612.22,84,15,56,60,-12.34,1,approved,False
Gamma Group 1519,technology,equipment,49143.08,8275.34,72,1,58,7,0.24,1,approved,False
Beta Holdings 1520,technology,equipment,20426.96,3257.5,30,24,4,140,-0.58,1,approved,False
Apex Holdings 1521,retail,equipment,82860.17,9911.56,97,15,30,132,-2.79,1,approved,False
Omega Corp 1522,manufacturing,consulting,95978.57,15711.28,66,23,87,20,-14.38,1,pending,False
Core Holdings 1523,services,consulting,431644.16,52669.68,65,9,30,125,17.98,0,pending,False
Peak Inc 1524,healthcare,maintenance,36407.54,7072.21,38,8,15,14,-5.44,1,approved,False
Zen Group 1525,healthcare,consulting,48327.9,11736.42,2,13,17,128,21.39,1,pending,False
Gamma Corp 1526,technology,services,37774.64,9094.96,66,21,2,148,0.19,1,approved,False
Omega Corp 1527,retail,equipment,70947.18,14811.59,42,14,70,3,9.73,1,approved,False
Zen Corp 1528,manufacturing,supplies,81255.39,12871.22,79,20,0,145,8.37,1,approved,True
Alpha Inc 1529,technology,services,57371.34,11035.17,44,6,53,24,-12.36,0,pending,False
Omega Corp 1530,retail,services,142780.07,8702.6,116,19,35,53,5.51,1,approved,True
Core Corp 1531,retail,equipment,36549.27,4757.77,82,18,8,140,28.92,1,approved,False
Flux Group 1532,technology,maintenance,131786.6,10434.88,55,22,79,71,3.77,0,pending,False
Beta LLC 1533,manufacturing,equipment,92115.48,1916.36,85,2,66,195,13.52,1,pending,False
Beta Tech 1534,healthcare,equipment,59300.68,14371.5,78,10,73,191,10.4,1,pending,False
Core Solutions 1535,technology,services,46539.22,10177.44,74,3,84,197,4.61,1,approved,False
Nova Inc 1536,manufacturing,consulting,417205.51,57637.23,69,10,82,20,2.8,1,pending,False
Delta LLC 1537,healthcare,services,31144.5,2443.44,111,19,63,35,8.21,1,approved,False
Zen Group 1538,healthcare,maintenance,75989.2,13631.27,38,16,48,36,11.45,1,approved,True
Vertex LLC 1539,services,maintenance,32853.87,3942.6,52,19,62,117,-20.28,1,approved,False
Delta Group 1540,retail,maintenance,249820.17,51155.77,31,18,40,86,3.71,1,approved,True
Beta Holdings 1541,services,supplies,121717.86,30415.98,68,24,16,149,-2.76,1,rejected,False
Beta Holdings 1542,technology,services,34798.17,3489.87,118,22,34,56,-5.87,0,approved,False
Nova LLC 1543,retail,supplies,90226.28,6876.39,73,15,42,39,19.44,1,approved,False
Core Holdings 1544,technology,consulting,73582.06,5996.79,25,22,4,129,-11.0,1,approved,False
Vertex LLC 1545,manufacturing,supplies,39604.59,1642.39,110,2,76,123,-20.92,1,approved,False
Flux Solutions 1546,retail,maintenance,109812.69,12148.65,95,18,81,138,11.94,1,approved,False
Vertex Tech 1547,technology,services,81751.9,1962.68,53,13,37,62,-21.31,1,approved,False
Flux LLC 1548,healthcare,services,71150.95,3295.07,18,23,44,105,-28.92,1,approved,False
Peak Solutions 1549,retail,supplies,57899.51,4776.13,48,13,75,185,13.62,0,pending,False
Omega Solutions 1550,retail,consulting,84528.46,4798.55,96,5,40,122,2.38,1,approved,False
Peak Group 1551,technology,consulting,71934.42,13552.2,69,18,61,186,7.09,1,approved,False
Nexus Corp 1552,retail,supplies,62772.64,2780.14,23,23,46,86,-6.64,0,approved,True
Peak Solutions 1553,retail,consulting,35853.17,7858.25,19,1,24,8,-20.77,0,pending,False
Alpha LLC 1554,retail,consulting,232120.75,16447.23,116,2,71,152,-17.79,1,pending,False
Prime Inc 1555,technology,equipment,25839.61,1162.16,54,16,17,92,-4.08,1,approved,False
Nexus Holdings 1556,healthcare,equipment,84297.63,1881.9,82,14,20,8,-19.09,1,approved,False
Delta Group 1557,services,services,46342.16,8550.0,43,14,62,27,4.61,1,approved,False
Beta Corp 1558,manufacturing,supplies,244663.19,19333.74,11,3,63,62,-6.94,1,approved,False
Zen Tech 1559,manufacturing,equipment,29062.79,3986.97,50,14,85,38,2.78,1,approved,False
Delta Inc 1560,services,services,33249.31,1518.55,83,14,63,136,2.33,1,approved,False
Peak Group 1561,services,equipment,27560.68,6796.96,40,21,2,122,5.8,1,approved,False
Beta Holdings 1562,manufacturing,services,77557.28,3787.78,72,10,76,65,7.49,0,pending,False
Gamma Corp 1563,services,consulting,19961.48,2290.44,53,9,37,16,-5.16,1,pending,False
Apex Solutions 1564,services,services,40830.2,8814.4,41,2,0,15,2.76,0,approved,False
Prime Holdings 1565,healthcare,services,10701.16,816.76,31,14,52,189,3.54,1,approved,False
Delta Group 1566,manufacturing,consulting,72572.19,5907.63,32,16,15,69,-36.43,0,approved,False
Peak Group 1567,technology,supplies,40127.94,8264.55,31,7,37,21,9.7,1,approved,False
Delta Tech 1568,technology,supplies,18206.88,1508.77,86,18,42,142,2.25,1,pending,False
Alpha Tech 1569,manufacturing,supplies,142698.25,2948.2,41,23,6,173,8.46,0,approved,False
Zen Corp 1570,manufacturing,supplies,21033.39,2490.78,89,5,76,24,-19.3,1,rejected,False
Delta LLC 1571,retail,consulting,113272.87,2592.03,38,14,45,188,-4.74,1,approved,False
Vertex Group 1572,manufacturing,consulting,34172.19,7834.05,39,17,86,144,-16.37,1,pending,False
Delta Tech 1573,manufacturing,supplies,215616.6,36141.02,110,1,41,50,11.17,0,rejected,False
Beta Solutions 1574,services,consulting,109058.58,16805.19,105,5,53,155,-21.08,1,approved,False
Flux LLC 1575,technology,consulting,26730.53,1773.99,48,10,73,83,-13.93,1,approved,False
Alpha Tech 1576,technology,equipment,28748.3,5203.09,32,4,19,127,8.01,0,pending,False
Vertex LLC 1577,healthcare,equipment,97189.71,17082.9,86,9,81,25,-9.44,1,approved,False
Gamma Inc 1578,services,maintenance,48537.77,1645.75,9,4,16,48,-13.93,1,approved,False
Beta Holdings 1579,services,equipment,52288.2,11639.08,55,22,89,154,13.6,1,pending,False
Prime LLC 1580,services,supplies,165676.29,25392.39,72,15,57,161,14.22,1,approved,False
Peak Holdings 1581,services,equipment,32894.11,6653.41,81,8,46,2,10.83,1,approved,False
Alpha LLC 1582,retail,maintenance,64410.7,5183.14,13,19,18,42,12.73,1,approved,False
Nexus Solutions 1583,retail,consulting,128502.32,6177.23,1,1,51,121,-3.47,1,approved,False
Flux Tech 1584,retail,services,114381.43,20767.48,33,15,49,181,-3.07,1,approved,True
Alpha Inc 1585,manufacturing,equipment,52696.79,10676.0,15,17,88,134,-9.72,1,approved,False
Apex Group 1586,services,consulting,47518.54,5169.43,61,20,75,141,2.52,1,rejected,True
Flux Solutions 1587,retail,supplies,14897.48,500.0,110,6,43,77,-7.92,1,approved,False
Peak Inc 1588,manufacturing,maintenance,25719.48,5354.76,35,15,35,10,-6.5,1,approved,False
Peak Solutions 1589,retail,maintenance,77241.13,5206.18,54,19,34,153,9.0,0,approved,True
Zen Holdings 1590,technology,maintenance,53620.9,5253.63,26,20,34,159,17.77,1,approved,False
Beta Inc 1591,technology,services,63572.84,10457.3,6,5,1,88,5.97,1,approved,False
Zen Tech 1592,technology,equipment,137503.26,5911.21,84,24,3,101,26.91,1,approved,False
Flux LLC 1593,services,equipment,23159.06,846.67,31,7,67,47,-10.58,1,approved,False
Core Inc 1594,retail,consulting,49565.77,1284.34,66,10,22,90,-27.57,0,pending,False
Core Inc 1595,services,maintenance,69631.25,16072.78,82,5,37,48,10.72,1,approved,True
Flux Solutions 1596,healthcare,supplies,34087.02,3122.99,100,4,62,84,-11.58,1,pending,False
Alpha Tech 1597,technology,equipment,188185.17,32358.73,23,7,54,26,-4.11,1,approved,False
Flux LLC 1598,technology,consulting,123855.33,30657.18,70,4,32,121,-26.55,1,approved,False
Apex Corp 1599,services,consulting,75516.52,13137.89,109,18,67,49,-13.49,1,approved,False
Vertex Corp 1600,retail,consulting,251547.07,35410.74,58,15,14,144,-22.53,1,approved,False
Nexus Holdings 1601,services,supplies,18049.69,2523.56,5,10,42,103,-6.51,0,pending,False
Nexus LLC 1602,technology,maintenance,59505.2,6348.67,32,14,9,179,-5.92,0,approved,False
Nexus LLC 1603,healthcare,services,80263.45,12677.56,95,15,47,44,1.35,0,approved,False
Omega LLC 1604,services,equipment,28806.49,6928.59,95,5,8,54,18.6,1,approved,False
Vertex Group 1605,technology,consulting,76158.47,15326.9,38,8,84,48,10.15,1,pending,False
Apex Holdings 1606,retail,services,24704.33,2904.54,24,22,59,126,-24.33,1,approved,False
Prime Group 1607,services,equipment,104031.17,10035.09,35,1,22,21,9.12,1,approved,False
Nova Inc 1608,retail,equipment,139562.5,31152.06,29,23,55,137,1.68,0,pending,False
Vertex Group 1609,retail,consulting,74448.79,3814.07,89,24,31,163,-1.47,1,pending,False
Vertex Group 1610,retail,services,13599.14,2929.32,101,7,46,134,-0.34,1,approved,False
Core Group 1611,retail,supplies,27627.45,2173.39,6,8,15,26,3.07,0,approved,False
Vertex Corp 1612,healthcare,supplies,94067.51,17364.37,89,5,45,98,-10.38,1,approved,False
Prime Inc 1613,healthcare,consulting,60898.2,12510.36,90,14,9,106,-2.74,0,approved,False
Nexus Group 1614,retail,supplies,10000.0,1297.09,73,6,13,78,17.76,1,approved,False
Nexus Inc 1615,services,equipment,161823.95,10393.19,104,19,52,93,-10.56,1,approved,False
Gamma Holdings 1616,technology,consulting,66791.11,14313.11,5,10,45,152,-15.45,0,rejected,False
Gamma LLC 1617,technology,consulting,31093.07,3250.06,84,24,26,166,-0.93,1,approved,False
Omega Inc 1618,manufacturing,services,132715.69,12442.95,16,21,5,60,-16.96,1,approved,False
Beta Holdings 1619,services,maintenance,34820.72,4781.01,107,10,38,65,-25.84,1,approved,False
Zen LLC 1620,technology,services,34518.07,4144.58,60,15,83,41,-5.17,1,approved,True
Delta Inc 1621,technology,services,79752.4,14124.31,11,1,63,80,21.73,1,rejected,False
Peak Solutions 1622,manufacturing,services,248906.04,12832.47,89,2,5,109,-0.58,0,approved,False
Prime Group 1623,services,supplies,219447.82,26379.52,90,13,84,142,2.68,1,approved,False
Peak Tech 1624,technology,maintenance,79839.14,17971.11,56,12,38,53,-31.95,1,rejected,False
Vertex Inc 1625,retail,supplies,86673.94,2452.39,37,10,51,43,6.57,0,approved,False
Apex Tech 1626,healthcare,consulting,112780.55,14118.75,3,3,0,6,1.4,1,approved,False
Core Solutions 1627,retail,equipment,21903.75,3765.74,109,21,27,18,-9.97,1,approved,False
Vertex Corp 1628,technology,services,100239.61,22471.07,22,10,70,10,2.7,1,approved,False
Core Group 1629,technology,equipment,33280.98,5210.83,101,12,29,41,2.55,1,approved,False
Delta Holdings 1630,retail,services,77248.47,16193.7,71,10,14,139,-15.89,0,pending,False
Beta Group 1631,manufacturing,equipment,49912.46,3554.71,82,12,8,154,4.98,1,approved,False
Nova LLC 1632,services,equipment,89408.11,9043.29,83,16,83,194,17.96,1,pending,False
Core Tech 1633,manufacturing,equipment,65807.08,15575.91,103,19,73,109,-3.42,1,approved,False
Vertex Holdings 1634,healthcare,supplies,10000.0,2237.74,4,14,3,90,-13.01,1,approved,False
Omega Tech 1635,services,consulting,69086.41,10247.53,118,4,83,179,-2.66,1,approved,False
Vertex Solutions 1636,retail,equipment,100079.72,12946.54,6,21,73,29,12.82,1,pending,False
Nexus Solutions 1637,retail,supplies,85540.28,10585.22,119,7,32,126,-18.39,1,approved,False
Zen Solutions 1638,services,equipment,55156.58,1848.94,32,1,59,163,8.68,1,approved,False
Core Holdings 1639,technology,services,222733.07,50169.9,101,1,23,100,-10.17,1,approved,False
Nova Tech 1640,healthcare,maintenance,76810.64,15990.01,10,19,22,52,3.63,1,approved,False
Core Holdings 1641,healthcare,consulting,84977.23,10616.87,55,10,64,124,-8.46,1,approved,True
Zen Corp 1642,technology,supplies,138080.69,11636.22,65,1,18,199,-8.51,1,approved,False
Nexus Holdings 1643,manufacturing,consulting,80023.4,7912.05,114,20,31,47,22.85,1,approved,False
Vertex Corp 1644,technology,consulting,29190.13,1410.67,15,8,32,112,-21.14,1,approved,True
Delta Tech 1645,technology,consulting,10000.0,1860.12,5,24,13,10,7.28,1,approved,False
Peak Holdings 1646,manufacturing,services,40876.2,6051.07,78,22,74,46,25.97,1,pending,False
Nova Group 1647,retail,maintenance,110057.3,8127.05,6,2,60,153,10.28,1,pending,False
Prime Inc 1648,healthcare,maintenance,45139.95,7370.96,93,17,77,99,-19.97,0,rejected,False
Prime Group 1649,services,maintenance,113657.26,27871.37,5,15,47,39,-19.22,1,approved,False
Omega LLC 1650,services,maintenance,67439.25,3247.26,116,5,15,67,-11.27,1,approved,False
Zen Holdings 1651,retail,maintenance,167787.38,21049.19,64,9,25,24,2.37,1,approved,False
Apex Holdings 1652,retail,consulting,47279.24,6319.18,113,12,31,155,3.39,1,approved,False
Delta Group 1653,retail,services,87037.28,5079.79,16,4,84,188,-19.08,1,pending,False
Prime Inc 1654,technology,equipment,89743.25,12767.18,33,18,21,21,-13.09,1,approved,False
Gamma Group 1655,services,supplies,199044.06,31722.6,55,7,62,47,-12.17,1,pending,False
Vertex Group 1656,retail,supplies,15285.96,858.91,4,23,11,171,-2.71,0,approved,False
Nexus Solutions 1657,technology,maintenance,41492.72,2306.44,13,20,86,175,29.77,1,approved,False
Zen Tech 1658,services,maintenance,118044.02,25610.85,40,16,58,153,-14.0,1,approved,False
Nova Solutions 1659,retail,equipment,206223.78,18894.04,88,3,38,143,-14.65,1,rejected,False
Gamma LLC 1660,technology,consulting,72551.88,11969.37,85,1,31,172,-17.0,1,approved,False
Prime Corp 1661,technology,services,47374.37,7776.87,11,4,31,74,9.53,1,approved,False
Zen Tech 1662,manufacturing,supplies,109720.85,23371.56,8,12,20,178,-0.62,1,approved,False
Beta Tech 1663,healthcare,maintenance,119965.82,22814.59,79,19,53,177,-13.44,1,approved,False
Beta Corp 1664,technology,equipment,44903.48,9579.38,43,4,77,45,-5.44,0,rejected,False
Zen Holdings 1665,services,equipment,77982.98,12773.57,95,17,21,14,-11.87,1,approved,False
Vertex LLC 1666,services,equipment,153955.95,18994.34,36,2,67,104,4.44,0,rejected,False
Core Inc 1667,services,supplies,271676.47,30025.77,44,7,50,151,40.27,1,rejected,False
Peak Tech 1668,technology,maintenance,108454.28,11623.79,27,15,69,169,8.26,1,approved,False
Core Tech 1669,technology,consulting,62026.14,7209.32,32,20,69,28,-1.39,1,approved,True
Nova Tech 1670,services,consulting,57339.2,2852.12,85,19,3,75,-9.97,1,approved,False
Prime Inc 1671,retail,supplies,93518.75,10989.43,57,13,1,153,-20.15,1,approved,False
Nova Group 1672,manufacturing,consulting,54582.12,5980.69,79,1,82,12,11.01,1,pending,False
Alpha Tech 1673,healthcare,maintenance,69683.05,1947.74,10,8,13,144,10.19,0,rejected,False
Delta Holdings 1674,technology,consulting,25685.94,2139.13,64,19,51,58,-6.99,1,rejected,False
Nexus Group 1675,healthcare,equipment,168998.61,32606.36,55,2,67,4,18.2,1,pending,False
Core Group 1676,services,supplies,24049.08,3677.77,109,17,45,48,0.32,1,rejected,True
Zen Corp 1677,healthcare,equipment,42374.86,8704.58,51,17,0,148,11.62,0,approved,False
Nova Holdings 1678,retail,supplies,64736.12,9374.97,13,19,0,174,4.44,1,approved,False
Beta Tech 1679,services,consulting,294427.92,63725.76,83,6,60,16,-2.66,1,approved,False
Core Corp 1680,manufacturing,services,42695.71,8671.3,18,6,80,92,-14.32,1,approved,False
Alpha Inc 1681,healthcare,services,35143.23,1497.29,109,5,30,40,-2.18,1,approved,False
Peak Group 1682,services,consulting,38535.94,9430.19,46,10,48,136,12.63,0,approved,False
Apex Group 1683,healthcare,supplies,225735.16,5280.38,94,13,84,156,-7.62,1,approved,True
Apex LLC 1684,retail,equipment,10000.0,1572.73,79,3,74,192,6.6,1,approved,False
Alpha Corp 1685,technology,equipment,26844.32,5430.01,56,14,48,70,-16.24,1,approved,False
Peak Solutions 1686,technology,equipment,500000.0,48167.83,70,6,58,59,11.7,1,approved,False
Delta Inc 1687,manufacturing,consulting,96057.83,15145.54,22,14,86,61,4.69,1,approved,False
Nova Holdings 1688,manufacturing,supplies,24716.15,2552.89,9,8,71,152,-18.03,1,rejected,False
Core Group 1689,manufacturing,consulting,57899.59,1965.2,92,23,37,89,-3.36,1,rejected,False
Alpha Group 1690,retail,supplies,63193.94,1386.86,115,8,62,4,13.97,1,approved,False
Zen Holdings 1691,healthcare,supplies,117818.45,4926.96,103,21,29,189,-18.89,1,approved,False
Flux Holdings 1692,services,equipment,260824.12,11120.03,37,5,82,20,-16.06,1,pending,False
Nexus Holdings 1693,technology,maintenance,81702.62,13113.65,43,3,8,185,-1.04,1,approved,False
Prime Group 1694,healthcare,supplies,38877.44,5479.74,43,5,20,32,32.0,1,approved,False
Delta Group 1695,healthcare,equipment,112382.95,14020.51,84,11,31,107,-10.09,0,rejected,False
Gamma Group 1696,manufacturing,services,34248.49,6135.34,75,22,18,62,7.43,1,approved,True
Gamma Group 1697,technology,services,26195.16,625.28,95,5,53,137,3.9,1,approved,True
Vertex Group 1698,healthcare,consulting,14648.2,1205.93,113,19,64,80,-8.84,0,pending,True
Zen Group 1699,services,consulting,17118.2,3403.1,47,17,80,73,2.42,1,approved,False
Nexus Inc 1700,healthcare,supplies,29226.87,6701.57,79,9,45,95,-6.72,1,rejected,False
Flux Solutions 1701,services,consulting,23336.37,2819.44,60,9,55,194,-5.37,0,approved,False
Nexus Corp 1702,services,supplies,76925.23,2980.18,114,23,53,49,-24.92,1,approved,False
Nexus Tech 1703,retail,supplies,22936.36,4672.31,43,18,0,43,-0.37,1,approved,False
Omega Holdings 1704,manufacturing,equipment,10000.0,2235.89,23,6,63,13,13.49,1,approved,False
Core Corp 1705,manufacturing,supplies,25974.5,2990.75,46,22,2,147,0.86,0,approved,False
Prime Holdings 1706,services,maintenance,41048.61,3118.53,74,10,49,135,16.36,1,approved,False
Gamma LLC 1707,technology,equipment,36887.96,1110.82,114,2,89,121,8.7,0,pending,False
Core Tech 1708,retail,supplies,201918.56,31489.01,99,20,70,4,-0.89,1,approved,False
Alpha Tech 1709,services,equipment,36649.9,8402.72,3,21,45,158,-9.42,1,approved,False
Flux Solutions 1710,retail,consulting,121144.43,21311.03,61,11,28,161,-7.29,1,pending,False
Alpha Group 1711,healthcare,supplies,58971.76,5482.44,19,17,75,189,-22.06,0,rejected,False
Nova Tech 1712,retail,maintenance,57881.68,9716.27,44,6,77,185,-4.01,0,pending,False
Zen Holdings 1713,services,equipment,30690.11,6487.14,113,21,33,52,2.19,1,approved,False
Alpha Tech 1714,services,consulting,57123.67,7394.14,118,9,9,142,25.73,1,approved,False
Apex Inc 1715,retail,maintenance,32465.17,6770.36,19,7,52,80,7.92,1,approved,False
Nexus Tech 1716,healthcare,equipment,68598.05,7555.34,17,13,57,119,-12.97,1,approved,False
Apex Holdings 1717,retail,services,49563.02,4964.05,83,7,84,66,-21.59,1,approved,False
Core LLC 1718,manufacturing,consulting,28121.72,4333.2,49,15,80,131,-3.1,0,rejected,True
Zen Tech 1719,healthcare,services,132391.07,16797.5,52,18,20,190,12.18,1,approved,False
Vertex Holdings 1720,services,equipment,84243.98,20617.51,104,10,22,130,-3.31,1,approved,False
Nova Tech 1721,technology,maintenance,41837.56,5805.78,110,19,89,184,8.13,1,approved,False
Nexus Corp 1722,technology,equipment,67264.94,7304.27,108,11,29,186,-2.72,1,approved,False
Omega Group 1723,healthcare,consulting,55990.76,6205.72,94,24,41,23,10.76,1,approved,False
Core Holdings 1724,manufacturing,equipment,29909.37,4367.55,117,7,27,192,-23.96,1,approved,False
Prime Corp 1725,manufacturing,supplies,63347.9,6438.03,86,17,35,163,24.06,0,pending,True
Gamma Solutions 1726,technology,supplies,36431.56,6786.05,106,13,50,85,-16.69,1,approved,False
Peak Holdings 1727,retail,equipment,28114.84,3023.82,65,23,26,120,11.91,1,approved,True
Apex Inc 1728,services,services,16346.78,1771.23,7,6,37,123,-4.08,1,rejected,False
Omega Holdings 1729,technology,equipment,44941.37,7276.18,98,5,31,157,-1.74,1,approved,False
Prime Corp 1730,retail,equipment,94237.79,3203.59,111,21,9,160,-3.62,1,approved,False
Nova Solutions 1731,services,maintenance,34347.09,5864.13,38,22,70,20,3.83,1,approved,False
Core Tech 1732,technology,services,449803.88,61237.92,51,18,80,0,6.86,1,approved,False
Prime Group 1733,healthcare,maintenance,121606.84,15103.08,69,12,44,49,15.88,1,approved,False
Vertex Group 1734,retail,equipment,169984.77,31519.97,78,10,18,105,21.12,1,approved,False
Beta LLC 1735,services,consulting,113118.86,21990.17,81,16,57,169,4.98,1,approved,True
Peak LLC 1736,healthcare,equipment,263627.39,56584.98,47,18,48,130,25.71,1,approved,True
Nova Tech 1737,services,supplies,31901.18,3388.06,102,7,49,27,1.39,0,approved,False
Apex LLC 1738,technology,maintenance,10000.0,952.19,97,1,53,143,16.16,0,rejected,False
Beta LLC 1739,manufacturing,supplies,41902.45,7722.57,113,2,64,93,6.43,1,approved,False
Zen LLC 1740,healthcare,services,93580.27,14394.06,69,9,3,73,-8.24,1,approved,False
Apex Holdings 1741,technology,consulting,67589.88,11173.58,10,17,8,154,2.72,1,approved,False
Nexus Solutions 1742,technology,consulting,74635.99,11028.98,101,11,8,59,7.55,0,approved,False
Omega Inc 1743,technology,maintenance,172254.45,34058.04,10,15,13,123,-0.48,0,pending,True
Peak Inc 1744,services,equipment,81279.25,5178.25,24,12,87,36,6.19,1,approved,False
Nova Corp 1745,healthcare,services,113451.46,16769.69,34,7,65,76,12.98,1,pending,False
Zen Inc 1746,manufacturing,services,28235.91,1591.47,23,18,59,111,-0.35,1,approved,False
Nova LLC 1747,healthcare,equipment,24926.46,2833.34,87,18,62,124,-44.16,0,rejected,False
Alpha Solutions 1748,manufacturing,supplies,217790.99,37616.55,53,24,3,183,25.17,1,approved,False
Core Group 1749,manufacturing,maintenance,64907.68,8659.1,27,20,19,58,-4.46,1,approved,False
Gamma Corp 1750,retail,services,36366.99,3902.4,1,10,71,179,-12.35,1,rejected,True
Alpha Holdings 1751,manufacturing,maintenance,36420.4,8141.53,26,17,41,163,-16.86,1,approved,False
Zen Solutions 1752,technology,supplies,35621.39,7044.13,83,9,45,71,-5.05,1,approved,False
Flux LLC 1753,services,services,33956.41,4789.45,95,21,67,28,-8.44,1,approved,True
Alpha Inc 1754,services,supplies,21450.04,5116.1,36,15,6,51,-11.06,1,approved,False
Flux Solutions 1755,retail,services,18027.68,2120.13,9,21,71,131,-10.23,1,pending,False
Prime Corp 1756,manufacturing,equipment,51225.69,10309.52,67,7,61,157,7.95,1,approved,False
Zen Solutions 1757,technology,supplies,37259.39,2184.34,94,1,36,122,30.46,1,approved,False
Delta Solutions 1758,services,equipment,145179.68,12446.58,9,4,44,144,12.31,1,approved,True
Core Tech 1759,services,equipment,75694.54,7399.87,95,13,6,20,16.84,1,approved,False
Core Corp 1760,services,services,74032.11,3282.49,21,24,18,101,-5.66,1,approved,False
Peak Corp 1761,retail,services,33040.97,4474.25,31,16,22,174,1.57,0,approved,True
Delta Tech 1762,technology,services,54348.77,3490.27,75,20,78,77,6.4,0,pending,False
Vertex Group 1763,technology,services,79921.56,13256.01,7,12,10,179,-9.89,0,approved,False
Omega LLC 1764,technology,services,106186.96,6766.37,37,24,26,24,-6.39,1,approved,False
Delta Holdings 1765,technology,supplies,55541.54,2688.57,17,23,11,195,12.82,0,rejected,False
Nova Corp 1766,technology,equipment,141959.78,34480.6,26,6,25,157,16.35,1,pending,False
Core Holdings 1767,services,supplies,60258.05,10327.94,93,21,0,125,1.01,1,approved,True
Peak Tech 1768,technology,supplies,112902.25,26575.35,28,1,24,123,-17.93,1,approved,True
Peak Holdings 1769,technology,equipment,40461.99,5368.26,6,15,65,187,-4.43,1,approved,False
Gamma Group 1770,services,equipment,14043.7,500.0,26,11,69,75,-21.62,1,approved,False
Apex Tech 1771,manufacturing,supplies,74212.45,11288.11,11,8,34,32,1.13,1,approved,True
Apex Holdings 1772,healthcare,supplies,106965.25,15875.32,75,23,63,183,3.83,1,approved,False
Prime Corp 1773,manufacturing,equipment,94871.43,2224.2,116,16,55,20,-4.06,1,approved,False
Vertex Holdings 1774,services,services,83930.92,18304.13,20,4,81,131,3.63,1,approved,False
Delta Corp 1775,manufacturing,equipment,45303.09,7365.98,87,4,72,53,6.25,1,approved,False
Vertex LLC 1776,manufacturing,maintenance,31401.25,6006.4,44,3,20,185,3.85,0,approved,False
Alpha Holdings 1777,healthcare,supplies,93095.64,12437.75,9,8,52,194,-18.02,1,pending,False
