companyName,industry,totalTransactions,transactionVolume,dataQuality,numSources,daysSinceLastRecon,automationLevel,numAccounts,prevErrorRate,matchedTransactions,unmatchedTransactions,reconciliationStatus
Company 1690,retail,120,63193.94,40.51,7,29,79.58,21,5.72,97,23,partial
Company 1691,healthcare,197,117818.45,45.69,7,78,75.69,41,0.2,153,44,failed
Company 1692,services,302,260824.12,45.9,3,16,53.9,47,5.68,239,63,failed
Company 1693,technology,445,81702.62,76.65,4,8,52.23,27,1.45,378,67,partial
Company 1694,healthcare,131,38877.44,71.55,4,17,81.02,7,5.55,119,12,partial
Company 1695,healthcare,301,112382.95,67.33,6,38,46.11,35,1.41,262,39,partial
Company 1696,manufacturing,50,34248.49,81.52,5,81,23.55,22,3.61,40,10,partial
Company 1697,technology,56,26195.16,41.01,6,16,36.6,18,0.75,46,10,partial
Company 1698,healthcare,388,14648.2,56.26,7,70,32.54,24,8.24,325,63,partial
Company 1699,services,365,17118.2,86.64,4,63,67.89,17,3.84,350,15,successful
Company 1700,healthcare,200,29226.87,94.6,5,31,25.2,16,0.1,184,16,partial
Company 1701,services,319,23336.37,66.3,5,30,64.81,49,0.22,279,40,partial
Company 1702,services,202,76925.23,44.89,7,85,49.61,16,0.9,164,38,failed
Company 1703,retail,153,22936.36,87.92,4,64,81.37,24,2.57,147,6,successful
Company 1704,manufacturing,227,10000.0,93.11,3,22,51.22,36,1.32,196,31,partial
Company 1705,manufacturing,169,25974.5,64.82,4,82,89.03,13,0.49,155,14,partial
Company 1706,services,411,41048.61,54.6,5,37,86.54,32,3.07,351,60,partial
Company 1707,technology,217,36887.96,42.64,7,8,25.75,45,2.56,171,46,failed
Company 1708,retail,174,201918.56,75.46,6,73,68.32,41,5.62,150,24,partial
Company 1709,services,277,36649.9,94.59,2,78,28.24,4,1.1,244,33,partial
Company 1710,retail,383,121144.43,80.67,5,40,79.98,22,2.79,338,45,partial
Company 1711,healthcare,151,58971.76,59.03,2,63,64.04,3,7.28,125,26,partial
Company 1712,retail,470,57881.68,78.57,4,21,35.0,31,6.93,416,54,partial
Company 1713,services,242,30690.11,89.92,7,76,31.18,18,0.36,212,30,partial
Company 1714,services,337,57123.67,68.55,7,33,46.51,44,5.22,293,44,partial
Company 1715,retail,479,32465.17,89.18,2,24,78.06,11,0.59,447,32,partial
Company 1716,healthcare,227,68598.05,63.51,2,45,77.67,43,0.54,204,23,partial
Company 1717,retail,115,49563.02,60.91,6,24,12.84,19,0.1,98,17,partial
Company 1718,manufacturing,378,28121.72,74.98,4,56,35.69,46,7.68,330,48,partial
Company 1719,healthcare,23,132391.07,67.88,4,67,45.94,12,1.12,20,3,partial
Company 1720,services,239,84243.98,98.63,7,37,59.77,15,1.94,230,9,successful
Company 1721,technology,490,41837.56,70.98,7,70,22.71,19,3.35,415,75,partial
Company 1722,technology,218,67264.94,63.11,7,39,38.5,49,0.1,201,17,partial
Company 1723,healthcare,348,55990.76,63.7,6,87,85.28,37,2.28,312,36,partial
Company 1724,manufacturing,272,29909.37,72.88,7,24,50.51,41,0.7,239,33,partial
Company 1725,manufacturing,123,63347.9,61.29,6,63,73.25,28,1.7,102,21,partial
Company 1726,technology,172,36431.56,83.37,7,48,51.21,40,2.04,151,21,partial
Company 1727,retail,271,28114.84,62.84,5,84,49.52,32,0.3,222,49,partial
Company 1728,services,70,16346.78,63.05,2,20,62.86,34,5.84,62,8,partial
Company 1729,technology,219,44941.37,77.02,6,18,32.05,42,9.38,184,35,successful
Company 1730,retail,219,94237.79,43.65,7,78,31.23,49,0.68,177,42,partial
Company 1731,services,420,34347.09,79.32,3,81,94.1,30,4.22,361,59,partial
Company 1732,technology,79,449803.88,70.3,4,67,83.86,23,1.53,66,13,partial
Company 1733,healthcare,424,121606.84,67.18,5,43,72.71,33,0.49,372,52,partial
Company 1734,retail,217,169984.77,83.16,5,37,21.66,37,4.75,181,36,partial
Company 1735,services,332,113118.86,85.5,6,60,12.57,49,3.64,268,64,partial
Company 1736,healthcare,287,263627.39,90.78,4,67,24.91,35,10.78,239,48,partial
Company 1737,services,163,31901.18,62.49,7,25,89.71,47,0.37,143,20,partial
Company 1738,technology,466,10000.0,59.62,6,1,79.38,37,1.11,418,48,partial
Company 1739,manufacturing,127,41902.45,82.86,7,7,54.46,47,3.48,113,14,partial
Company 1740,healthcare,37,93580.27,74.91,5,31,92.35,38,1.24,34,3,partial
Company 1741,technology,380,67589.88,77.91,2,61,22.46,44,3.95,319,61,partial
Company 1742,technology,318,74635.99,73.33,7,40,57.53,11,0.84,290,28,partial
Company 1743,technology,447,172254.45,86.36,2,56,25.57,49,0.9,407,40,partial
Company 1744,services,239,81279.25,51.4,3,42,36.05,19,3.84,195,44,partial
Company 1745,healthcare,28,113451.46,73.34,3,23,89.91,40,1.05,26,2,failed
Company 1746,manufacturing,29,28235.91,49.49,3,67,83.8,21,2.13,24,5,partial
Company 1747,healthcare,227,24926.46,64.44,6,65,18.65,24,0.58,187,40,partial
Company 1748,manufacturing,139,217790.99,79.84,4,86,31.21,38,1.12,119,20,partial
Company 1749,manufacturing,462,64907.68,69.58,3,74,60.53,28,0.64,415,47,failed
Company 1750,retail,76,36366.99,62.78,2,34,15.21,36,3.52,58,18,failed
Company 1751,manufacturing,442,36420.4,93.1,3,63,56.76,6,5.38,395,47,partial
Company 1752,technology,124,35621.39,86.37,6,32,59.68,42,0.87,115,9,partial
Company 1753,services,77,33956.41,71.58,6,78,34.73,22,0.96,64,13,partial
Company 1754,services,151,21450.04,97.0,3,55,34.92,40,3.98,130,21,partial
Company 1755,retail,89,18027.68,65.46,2,75,29.47,16,5.55,69,20,failed
Company 1756,manufacturing,212,51225.69,87.28,5,26,89.53,31,2.19,206,6,successful
Company 1757,technology,178,37259.39,50.08,6,2,43.05,30,1.15,146,32,partial
Company 1758,services,273,145179.68,57.15,2,13,59.75,9,1.34,222,51,partial
Company 1759,services,277,75694.54,60.29,6,48,35.63,25,7.78,234,43,partial
Company 1760,services,20,74032.11,46.35,3,86,69.73,32,0.78,17,3,partial
Company 1761,retail,79,33040.97,70.11,3,56,18.62,42,0.74,65,14,partial
Company 1762,technology,97,54348.77,51.54,5,73,16.09,44,5.32,72,25,failed
Company 1763,technology,113,79921.56,78.05,2,42,73.26,21,1.44,102,11,partial
Company 1764,technology,64,106186.96,51.41,3,86,71.77,33,8.65,54,10,partial
Company 1765,technology,171,55541.54,47.41,2,84,32.53,11,9.7,123,48,failed
Company 1766,technology,283,141959.78,98.15,3,20,40.18,45,0.7,248,35,partial
Company 1767,services,168,60258.05,79.49,6,77,91.37,43,4.2,148,20,partial
Company 1768,technology,177,112902.25,96.19,3,2,18.87,49,0.4,161,16,partial
Company 1769,technology,245,40461.99,69.39,2,53,25.57,25,3.48,200,45,partial
Company 1770,services,283,14043.7,42.0,3,39,46.55,19,5.82,232,51,partial
Company 1771,manufacturing,178,74212.45,74.46,2,27,33.98,38,2.04,160,18,successful
Company 1772,healthcare,126,106965.25,73.5,5,84,65.17,36,0.84,110,16,failed
Company 1773,manufacturing,216,94871.43,40.9,7,59,68.7,12,0.47,180,36,partial
Company 1774,services,31,83930.92,91.67,3,13,54.74,28,1.8,29,2,partial
Company 1775,manufacturing,256,45303.09,77.2,6,13,61.95,33,0.64,233,23,partial
Company 1776,manufacturing,471,31401.25,84.68,4,11,46.84,24,2.64,409,62,partial
Company 1777,healthcare,211,93095.64,69.64,2,28,74.63,20,1.94,182,29,partial
Company 1778,retail,71,84217.49,77.1,6,7,13.58,14,4.71,58,13,partial
Company 1779,retail,359,38226.36,55.45,3,24,36.6,22,3.77,296,63,partial
Company 1780,manufacturing,80,145442.97,98.43,5,69,68.18,14,2.84,74,6,partial
Company 1781,technology,112,29546.12,64.04,5,78,38.02,17,1.28,87,25,failed
Company 1782,healthcare,90,37540.71,49.74,5,70,16.68,11,7.85,69,21,failed
Company 1783,retail,444,221713.25,43.35,2,45,39.33,20,5.7,340,104,failed
Company 1784,technology,491,119954.23,78.17,3,62,70.48,32,6.14,418,73,partial
Company 1785,technology,293,44962.88,99.0,6,85,20.37,20,0.44,250,43,partial
Company 1786,services,316,75350.4,93.75,7,5,71.59,9,0.1,292,24,partial
Company 1787,retail,329,67767.21,82.13,2,81,75.91,40,4.04,299,30,partial
Company 1788,healthcare,312,10000.0,99.44,4,65,64.0,23,1.26,287,25,partial
Company 1789,services,281,28993.32,83.37,7,35,30.76,30,1.29,253,28,partial
Company 1790,technology,493,57487.49,60.36,3,40,78.45,27,0.38,425,68,partial
Company 1791,healthcare,371,45013.19,76.07,4,40,28.23,26,3.73,312,59,partial
Company 1792,retail,62,72961.13,44.79,7,15,86.99,23,6.94,57,5,failed
Company 1793,technology,208,147795.65,53.3,7,21,70.06,38,14.37,165,43,failed
Company 1794,healthcare,487,46294.17,65.05,5,27,14.65,43,12.59,414,73,partial
Company 1795,services,213,25690.49,52.11,6,1,77.94,45,6.73,196,17,partial
Company 1796,retail,117,77643.36,97.21,5,45,53.05,23,0.67,110,7,partial
Company 1797,manufacturing,436,46106.14,99.74,3,43,48.48,19,1.05,398,38,partial
Company 1798,retail,319,52846.63,62.26,7,30,45.74,6,0.26,286,33,partial
Company 1799,manufacturing,290,47409.65,82.55,2,16,61.56,23,2.04,262,28,partial
Company 1800,manufacturing,221,359859.96,64.47,2,87,71.59,49,5.36,182,39,partial
Company 1801,manufacturing,79,10000.0,48.37,5,61,86.16,15,0.14,66,13,partial
Company 1802,manufacturing,204,43885.22,60.22,7,43,33.2,42,13.24,162,42,failed
Company 1803,technology,229,59697.7,54.0,6,65,63.62,38,0.47,185,44,partial
Company 1804,healthcare,466,32051.08,59.68,6,34,68.34,34,0.79,420,46,partial
Company 1805,healthcare,167,122990.29,52.9,4,20,67.36,29,3.41,139,28,partial
Company 1806,healthcare,91,114760.9,46.74,4,60,51.91,38,2.24,74,17,partial
Company 1807,technology,225,57629.87,53.05,4,69,43.24,7,6.55,171,54,failed
Company 1808,retail,498,48216.71,94.35,3,58,74.8,9,3.9,461,37,partial
Company 1809,retail,251,54744.63,45.11,4,51,35.5,12,0.16,191,60,failed
Company 1810,technology,201,55059.55,59.49,2,1,27.68,38,6.23,161,40,failed
Company 1811,technology,340,56235.39,71.71,3,57,56.4,23,4.35,292,48,partial
Company 1812,retail,331,51513.58,61.27,7,56,32.75,12,3.06,282,49,successful
Company 1813,healthcare,163,73273.88,71.06,6,37,12.82,5,0.13,138,25,partial
Company 1814,technology,484,109378.5,42.61,2,22,14.38,25,4.16,385,99,failed
Company 1815,services,304,22377.07,78.91,3,88,69.08,21,2.19,265,39,partial
Company 1816,manufacturing,47,25834.57,73.81,3,34,92.72,11,3.47,43,4,partial
Company 1817,healthcare,215,14782.3,80.86,3,25,48.65,4,5.8,196,19,failed
Company 1818,manufacturing,462,119744.78,74.04,6,63,22.5,38,4.85,375,87,partial
Company 1819,manufacturing,208,73149.36,66.27,7,43,79.54,39,4.15,189,19,partial
Company 1820,manufacturing,292,89698.92,61.01,6,50,32.22,14,3.09,251,41,partial
Company 1821,services,314,19080.1,53.59,4,58,94.63,26,1.63,264,50,partial
Company 1822,manufacturing,358,249685.77,70.0,2,33,57.88,14,4.53,305,53,partial
Company 1823,manufacturing,438,36787.72,41.56,2,14,29.77,22,1.84,344,94,failed
Company 1824,manufacturing,91,68498.33,59.69,6,15,52.16,8,4.32,74,17,partial
Company 1825,healthcare,268,118599.52,80.67,6,84,38.51,47,4.93,223,45,partial
Company 1826,technology,276,27184.88,46.52,5,45,76.26,36,1.43,243,33,partial
Company 1827,manufacturing,93,38674.68,43.77,5,38,18.99,45,2.74,70,23,failed
Company 1828,manufacturing,343,69101.89,79.13,7,29,82.85,16,1.92,330,13,successful
Company 1829,services,76,500000.0,63.87,6,65,75.22,44,2.27,65,11,partial
Company 1830,manufacturing,238,76183.47,88.11,2,82,83.22,27,0.45,232,6,successful
Company 1831,manufacturing,178,216444.39,96.24,4,69,86.07,12,8.21,162,16,partial
Company 1832,services,94,157084.4,97.42,2,48,29.53,18,3.99,83,11,partial
Company 1833,manufacturing,414,80370.95,65.54,4,43,54.29,41,0.18,345,69,partial
Company 1834,technology,137,27136.73,55.86,5,78,82.24,39,1.79,113,24,partial
Company 1835,technology,142,139776.9,76.52,3,77,42.08,36,2.68,126,16,partial
Company 1836,technology,430,18061.03,77.69,2,35,15.13,13,2.46,370,60,partial
Company 1837,technology,441,215496.53,77.34,4,86,34.79,33,7.21,380,61,partial
Company 1838,retail,36,70263.25,59.31,5,74,30.56,47,7.57,27,9,failed
Company 1839,healthcare,153,10000.0,43.83,6,76,83.96,5,7.43,128,25,partial
Company 1840,healthcare,360,45596.91,52.6,2,6,49.43,18,8.32,291,69,partial
Company 1841,technology,393,101028.53,49.27,3,12,68.1,6,2.57,321,72,partial
Company 1842,manufacturing,499,49532.33,47.43,6,27,91.78,7,1.07,438,61,partial
Company 1843,technology,286,106085.92,95.58,6,68,35.43,49,1.0,256,30,partial
Company 1844,services,23,30332.67,40.83,7,7,74.7,14,5.2,19,4,partial
Company 1845,technology,439,21061.75,76.11,6,8,11.93,11,0.83,386,53,partial
Company 1846,manufacturing,97,56547.92,96.85,7,3,18.85,6,2.23,91,6,partial
Company 1847,retail,77,61405.37,61.6,5,18,23.76,49,1.97,68,9,partial
Company 1848,manufacturing,343,45310.43,71.63,7,82,36.56,25,8.31,270,73,failed
Company 1849,retail,309,159824.71,81.75,4,65,44.25,40,0.98,283,26,partial
Company 1850,healthcare,48,30328.23,59.03,7,64,50.55,14,3.32,42,6,partial
Company 1851,technology,101,76920.87,68.66,4,27,30.85,33,1.64,85,16,partial
Company 1852,services,303,63220.0,89.03,4,56,15.63,44,2.45,245,58,partial
Company 1853,manufacturing,142,17233.79,84.72,6,70,67.59,34,2.46,121,21,partial
Company 1854,healthcare,348,20843.05,88.51,4,48,12.01,27,2.82,294,54,partial
Company 1855,services,217,60447.4,99.24,2,77,78.81,12,1.92,215,2,successful
Company 1856,services,302,292131.7,62.22,7,51,88.98,13,3.46,266,36,partial
Company 1857,technology,247,95169.6,84.83,4,29,70.38,31,1.49,223,24,partial
Company 1858,retail,195,15055.4,76.17,7,57,60.66,24,0.28,168,27,partial
Company 1859,retail,184,10000.0,80.0,4,84,65.85,5,5.07,153,31,partial
Company 1860,retail,354,107628.73,84.39,7,74,65.44,12,0.69,325,29,partial
Company 1861,manufacturing,266,55438.48,84.98,5,45,89.19,23,1.85,247,19,partial
Company 1862,services,305,149195.5,93.14,6,54,91.97,11,0.68,303,2,successful
Company 1863,services,297,29596.92,60.96,6,87,46.27,29,9.4,245,52,partial
Company 1864,manufacturing,119,79234.73,79.21,3,67,62.45,17,15.11,105,14,failed
Company 1865,manufacturing,458,117823.0,56.82,6,45,78.24,16,8.03,388,70,partial
Company 1866,services,290,41857.62,75.67,7,26,10.09,8,3.46,235,55,partial
Company 1867,services,364,42579.64,85.07,5,81,54.8,26,0.58,310,54,partial
Company 1868,technology,443,61096.52,87.46,7,87,65.49,11,9.76,371,72,partial
Company 1869,manufacturing,463,92423.92,65.21,7,7,70.96,32,0.78,428,35,partial
Company 1870,services,340,59191.47,70.52,5,3,41.35,47,4.09,293,47,failed
Company 1871,retail,397,130508.95,60.03,4,11,35.13,45,1.59,347,50,partial
Company 1872,retail,246,41375.82,50.14,7,35,25.48,34,0.28,199,47,partial
Company 1873,services,374,20687.48,55.63,3,15,57.41,40,2.42,317,57,partial
Company 1874,services,174,291146.05,94.73,5,79,88.14,46,1.69,156,18,partial
Company 1875,services,361,36912.04,58.54,6,82,86.16,35,0.1,313,48,partial
Company 1876,healthcare,61,37996.39,98.49,7,17,40.6,15,2.09,56,5,partial
Company 1877,retail,458,56803.73,54.49,3,74,31.92,26,3.61,376,82,partial
Company 1878,retail,137,63180.11,83.38,2,13,77.05,43,2.23,125,12,partial
Company 1879,manufacturing,335,43943.2,74.43,4,71,71.62,34,0.75,301,34,partial
Company 1880,manufacturing,25,59044.87,81.81,7,33,52.95,20,2.71,24,1,successful
Company 1881,manufacturing,94,57999.53,78.64,5,4,43.07,10,1.78,85,9,partial
Company 1882,manufacturing,493,68861.7,82.4,2,39,20.52,9,1.87,436,57,partial
Company 1883,retail,420,10000.0,94.33,2,74,76.74,20,4.74,392,28,partial
Company 1884,healthcare,126,269601.72,73.81,4,84,62.48,40,1.38,116,10,partial
Company 1885,retail,82,53218.93,44.07,4,11,42.03,28,1.03,68,14,partial
Company 1886,retail,411,95272.65,56.25,2,75,88.1,5,2.17,360,51,successful
Company 1887,technology,495,19880.98,82.49,4,27,66.07,46,1.61,452,43,partial
Company 1888,technology,100,41076.84,69.64,4,42,88.99,22,0.21,88,12,partial
Company 1889,services,338,34966.55,72.91,3,10,50.33,21,1.46,288,50,partial
Company 1890,retail,156,194032.12,75.79,3,87,48.64,41,8.06,137,19,partial
Company 1891,technology,377,37471.99,62.96,5,71,89.67,20,6.25,315,62,partial
Company 1892,healthcare,220,109805.29,86.43,7,58,91.58,32,11.3,206,14,partial
Company 1893,manufacturing,80,35584.44,83.41,7,65,91.67,46,3.5,74,6,partial
Company 1894,technology,175,41685.34,82.86,5,78,79.61,27,10.52,160,15,partial
Company 1895,retail,278,49195.62,82.92,2,13,49.3,31,1.62,247,31,partial
Company 1896,technology,403,167221.76,93.42,7,22,27.88,19,2.96,352,51,partial
Company 1897,healthcare,30,13201.92,75.72,7,4,42.59,44,7.53,27,3,partial
Company 1898,retail,479,20899.26,98.02,3,44,89.76,6,4.3,453,26,partial
Company 1899,technology,331,12608.87,47.15,4,44,40.9,15,1.63,255,76,failed
Company 1900,technology,440,25084.32,77.92,2,3,74.32,49,3.55,432,8,successful
Company 1901,manufacturing,466,31279.55,83.02,6,59,88.46,25,0.86,418,48,partial
Company 1902,technology,93,16455.5,68.63,6,1,92.48,11,2.0,83,10,partial
Company 1903,services,64,33279.0,57.29,2,71,90.55,22,1.06,55,9,partial
Company 1904,technology,392,11946.92,73.0,6,63,57.18,14,2.96,353,39,partial
Company 1905,manufacturing,110,26518.8,61.88,4,73,51.81,27,1.0,85,25,failed
Company 1906,retail,91,156425.68,94.55,5,11,93.95,14,3.59,91,0,partial
Company 1907,retail,244,82691.36,61.41,3,78,28.55,21,5.29,189,55,failed
Company 1908,technology,458,69562.03,50.54,6,49,25.94,45,1.11,369,89,partial
Company 1909,services,401,26843.45,74.58,4,77,91.87,6,5.26,349,52,partial
Company 1910,services,268,17520.59,63.76,7,62,68.58,38,3.35,246,22,partial
Company 1911,technology,114,24068.88,45.75,2,59,55.59,6,4.43,93,21,partial
Company 1912,technology,181,57839.78,73.89,5,3,21.22,24,11.37,150,31,partial
Company 1913,services,350,119915.36,72.27,3,62,53.63,34,4.95,297,53,partial
Company 1914,manufacturing,95,123240.61,50.39,7,40,90.26,47,2.48,82,13,partial
Company 1915,technology,271,99159.99,75.86,5,76,61.25,14,3.49,236,35,partial
Company 1916,technology,25,33188.36,74.04,6,61,44.39,5,1.59,22,3,partial
Company 1917,healthcare,176,61061.69,86.42,2,7,56.84,38,6.78,161,15,partial
Company 1918,healthcare,139,46301.33,61.69,6,80,85.32,45,2.75,114,25,partial
Company 1919,manufacturing,346,50972.84,54.93,2,6,87.59,29,4.29,304,42,failed
Company 1920,services,458,305499.16,97.07,4,27,44.01,5,21.06,417,41,failed
Company 1921,manufacturing,90,14623.72,73.67,3,20,61.69,26,1.45,79,11,partial
Company 1922,retail,402,49625.42,41.63,2,87,33.73,21,4.11,315,87,failed
Company 1923,manufacturing,334,157849.78,89.24,5,14,48.34,24,4.6,305,29,partial
Company 1924,retail,485,18532.6,51.81,3,76,28.69,5,2.87,378,107,failed
Company 1925,technology,457,35774.91,87.16,5,20,55.18,17,3.93,433,24,partial
Company 1926,technology,68,39213.22,82.31,6,58,59.15,49,6.06,56,12,partial
Company 1927,retail,376,50079.56,98.13,3,9,38.72,5,10.43,336,40,partial
Company 1928,healthcare,304,16701.17,97.93,6,35,33.13,45,0.91,287,17,failed
Company 1929,technology,74,96396.85,56.46,3,56,22.84,27,1.79,63,11,failed
Company 1930,retail,143,102030.78,85.99,3,64,21.86,30,0.15,133,10,partial
Company 1931,manufacturing,464,89922.21,59.01,5,78,70.47,46,1.0,392,72,partial
Company 1932,manufacturing,280,29842.86,77.75,5,73,28.84,13,2.54,239,41,partial
Company 1933,healthcare,182,64164.71,75.86,5,47,20.03,49,4.11,157,25,partial
Company 1934,services,173,29156.93,43.27,3,27,94.9,16,3.32,156,17,partial
Company 1935,healthcare,422,45886.34,40.31,5,24,32.09,19,0.35,341,81,partial
Company 1936,technology,156,335297.79,43.47,3,89,86.16,24,0.1,133,23,partial
Company 1937,manufacturing,96,64637.91,47.68,3,55,61.78,31,7.21,80,16,partial
Company 1938,manufacturing,295,23155.29,55.46,7,81,70.78,18,1.76,251,44,partial
Company 1939,technology,496,69166.25,94.42,2,39,57.68,40,1.45,444,52,partial
Company 1940,technology,107,20303.8,71.12,4,44,25.37,4,1.08,89,18,partial
Company 1941,technology,142,22943.54,87.81,4,74,82.0,34,1.25,128,14,partial
Company 1942,manufacturing,245,26032.51,90.3,3,65,80.38,33,1.18,217,28,partial
Company 1943,retail,115,41963.37,84.1,6,18,39.72,28,3.95,97,18,partial
Company 1944,technology,332,126699.73,63.48,4,47,74.93,31,1.3,286,46,partial
Company 1945,services,141,95103.26,91.83,6,19,56.16,38,3.5,129,12,partial
Company 1946,services,81,90980.12,84.52,4,68,87.27,45,1.67,74,7,partial
Company 1947,technology,145,24856.15,84.59,7,3,78.24,13,3.38,139,6,successful
Company 1948,services,466,38830.0,94.09,6,74,13.48,25,4.23,401,65,successful
Company 1949,technology,468,74429.0,75.92,3,83,84.74,29,5.66,409,59,failed
Company 1950,services,262,36219.18,71.71,7,3,92.33,19,9.24,234,28,partial
Company 1951,services,212,47920.89,93.41,7,57,73.08,48,4.87,201,11,partial
Company 1952,technology,413,85228.14,67.27,5,8,20.19,27,6.87,346,67,partial
Company 1953,healthcare,113,45296.36,88.69,2,33,78.63,30,0.66,104,9,partial
Company 1954,services,333,71743.15,43.23,5,30,65.04,12,1.19,276,57,partial
Company 1955,services,346,214096.64,40.08,6,47,38.8,22,0.29,267,79,partial
Company 1956,services,360,52183.05,71.7,4,82,85.14,32,0.32,312,48,partial
Company 1957,manufacturing,124,153809.52,44.42,2,42,58.07,23,3.0,99,25,failed
Company 1958,technology,363,93666.52,98.59,5,36,82.5,39,0.56,345,18,successful
Company 1959,services,313,18512.59,40.33,6,9,66.96,9,1.77,269,44,successful
Company 1960,manufacturing,440,24792.35,83.09,3,79,34.52,10,3.44,380,60,partial
Company 1961,manufacturing,103,30733.95,54.6,4,29,92.88,18,3.26,96,7,partial
Company 1962,retail,314,30216.16,98.05,2,42,58.54,17,0.22,304,10,successful
Company 1963,manufacturing,418,55701.83,62.89,6,9,53.92,41,0.1,390,28,partial
Company 1964,technology,153,97901.31,41.64,7,26,44.3,43,1.05,127,26,partial
Company 1965,healthcare,377,163427.82,41.62,6,50,21.59,25,8.69,294,83,failed
Company 1966,technology,67,76614.38,73.2,4,81,68.33,26,0.11,57,10,partial
Company 1967,healthcare,364,41917.4,99.2,2,30,46.62,16,0.31,347,17,successful
Company 1968,services,311,11318.65,98.79,4,50,89.44,27,1.59,291,20,partial
Company 1969,manufacturing,112,63352.63,60.24,7,78,92.03,36,0.7,92,20,partial
Company 1970,manufacturing,51,61121.33,68.96,2,33,75.25,36,0.88,48,3,partial
Company 1971,retail,377,69309.9,46.03,3,27,30.61,48,1.73,289,88,failed
Company 1972,services,135,322865.87,71.33,7,4,70.86,30,10.71,123,12,partial
Company 1973,healthcare,258,161535.02,75.98,5,81,11.74,18,3.81,203,55,failed
Company 1974,retail,49,112201.17,55.06,3,10,80.24,6,0.1,45,4,partial
Company 1975,technology,482,27731.89,76.73,2,20,51.96,35,1.52,448,34,partial
Company 1976,technology,283,39719.76,93.98,4,13,89.62,40,2.75,278,5,partial
Company 1977,manufacturing,467,55499.22,40.06,5,63,42.11,28,1.0,384,83,partial
Company 1978,services,96,32198.47,53.74,7,33,32.37,46,8.7,78,18,successful
Company 1979,healthcare,118,89354.92,52.6,7,63,94.58,17,3.58,109,9,failed
Company 1980,technology,312,79660.34,47.43,4,55,55.11,5,0.55,262,50,partial
Company 1981,services,310,25068.16,49.97,4,2,83.37,32,0.12,265,45,partial
Company 1982,retail,399,155975.37,77.55,7,28,87.44,8,1.38,370,29,partial
Company 1983,services,465,64980.87,46.16,6,1,54.07,6,5.01,388,77,partial
Company 1984,technology,414,15014.07,84.31,3,6,48.74,35,2.76,374,40,partial
Company 1985,manufacturing,87,57464.68,93.22,6,43,57.0,23,0.43,76,11,partial
Company 1986,services,168,74979.14,95.6,6,24,82.06,31,8.61,161,7,partial
Company 1987,retail,458,130383.3,79.61,3,8,92.0,38,0.21,414,44,partial
Company 1988,healthcare,283,45707.55,51.84,7,37,37.91,20,2.35,210,73,successful
Company 1989,services,436,116116.66,45.12,3,41,72.78,31,2.69,360,76,successful
Company 1990,technology,290,69543.91,53.92,5,89,34.26,28,8.79,219,71,failed
Company 1991,technology,43,20909.45,97.72,4,59,61.93,30,0.94,39,4,partial
Company 1992,healthcare,246,19300.12,97.74,6,35,78.41,36,3.05,211,35,partial
Company 1993,retail,415,146979.43,62.92,7,43,85.35,20,1.09,357,58,partial
Company 1994,technology,334,155871.52,59.55,4,8,48.14,26,2.52,285,49,partial
Company 1995,manufacturing,83,77522.8,70.6,4,35,41.43,30,0.14,70,13,partial
Company 1996,healthcare,120,198107.56,57.5,6,52,31.54,9,3.14,99,21,partial
Company 1997,retail,430,139425.81,98.78,7,2,21.34,12,0.13,413,17,successful
Company 1998,retail,490,103456.13,53.27,7,82,41.02,7,1.64,399,91,partial
Company 1999,services,381,28881.33,62.15,6,46,84.12,12,0.62,348,33,partial
Company 2000,manufacturing,67,239220.98,65.76,6,71,45.6,23,5.4,58,9,partial
